Quad,Temp_F,Month,Year,Stand
6I,51,6,1981,3
6G,49,6,1981,3
6E,50,6,1981,3
6C,50,6,1981,3
6A,50,6,1981,3
8A,50,6,1981,3
8C,50,6,1981,3
8E,49,6,1981,3
8G,49,6,1981,3
8I,49,6,1981,3
0A,37,11,1981,3
0C,35,11,1981,3
0E,36,11,1981,3
0G,37,11,1981,3
0I,37,11,1981,3
2I,39,11,1981,3
2G,39,11,1981,3
2E,38,11,1981,3
2C,37,11,1981,3
2A,38,11,1981,3
4A,37,11,1981,3
4C,38,11,1981,3
4E,37,11,1981,3
4G,38,11,1981,3
4I,38,11,1981,3
6I,38,11,1981,3
6G,37,11,1981,3
6E,38,11,1981,3
6C,37,11,1981,3
6A,37,11,1981,3
8A,38,11,1981,3
8C,37,11,1981,3
8E,38,11,1981,3
8G,38,11,1981,3
8I,40,11,1981,3
0A,54,9,1981,3
0C,50,9,1981,3
0E,50,9,1981,3
0G,52,9,1981,3
0I,52,9,1981,3
2I,51,9,1981,3
2G,51,9,1981,3
2E,50,9,1981,3
2C,52,9,1981,3
2A,49,9,1981,3
4A,52,9,1981,3
4C,50,9,1981,3
4E,50,9,1981,3
4G,51,9,1981,3
4I,52,9,1981,3
6I,51,9,1981,3
6G,51,9,1981,3
6E,53,9,1981,3
6C,52,9,1981,3
6A,52,9,1981,3
8A,51,9,1981,3
8C,52,9,1981,3
8E,52,9,1981,3
8G,53,9,1981,3
8I,53,9,1981,3
0A,60,8,1982,3
0C,56,8,1982,3
0E,56,8,1982,3
0G,58,8,1982,3
0I,58,8,1982,3
2I,56,8,1982,3
2G,56,8,1982,3
2E,56,8,1982,3
2C,60,8,1982,3
2A,58,8,1982,3
4A,58,8,1982,3
4C,58,8,1982,3
4E,58,8,1982,3
4G,59,8,1982,3
4I,59,8,1982,3
6I,60,8,1982,3
6G,61,8,1982,3
6E,59,8,1982,3
6C,59,8,1982,3
6A,59,8,1982,3
8A,57,8,1982,3
8C,57,8,1982,3
8E,57,8,1982,3
8G,58,8,1982,3
8I,59,8,1982,3
0A,64,7,1982,3
0C,58,7,1982,3
0E,61,7,1982,3
0G,64,7,1982,3
0I,61,7,1982,3
2I,59,7,1982,3
2G,57,7,1982,3
2E,57,7,1982,3
2C,58,7,1982,3
2A,57,7,1982,3
4A,60,7,1982,3
4C,58,7,1982,3
4E,60,7,1982,3
4G,58,7,1982,3
4I,58,7,1982,3
6I,60,7,1982,3
6G,57,7,1982,3
6E,58,7,1982,3
6C,59,7,1982,3
6A,57,7,1982,3
8A,58,7,1982,3
8C,61,7,1982,3
8E,58,7,1982,3
8G,60,7,1982,3
8I,58,7,1982,3
0A,48,6,1982,3
0C,47,6,1982,3
0E,45,6,1982,3
0G,45,6,1982,3
0I,45,6,1982,3
2I,46,6,1982,3
2G,46,6,1982,3
2E,46,6,1982,3
2C,44,6,1982,3
2A,48,6,1982,3
4A,47,6,1982,3
4C,47,6,1982,3
4E,45,6,1982,3
4G,48,6,1982,3
4I,52,6,1982,3
6I,49,6,1982,3
6G,53,6,1982,3
6E,50,6,1982,3
6C,55,6,1982,3
6A,55,6,1982,3
8A,45,6,1982,3
8C,47,6,1982,3
8E,44,6,1982,3
8G,43,6,1982,3
8I,50,6,1982,3
0A,34,5,1982,3
0C,38,5,1982,3
0E,37,5,1982,3
0G,37,5,1982,3
0I,40,5,1982,3
2I,43,5,1982,3
2G,37,5,1982,3
2E,36,5,1982,3
2C,38,5,1982,3
2A,37,5,1982,3
4A,35,5,1982,3
4C,34,5,1982,3
4E,34,5,1982,3
4G,33,5,1982,3
4I,34,5,1982,3
6I,33,5,1982,3
6G,34,5,1982,3
6E,35,5,1982,3
6C,35,5,1982,3
6A,35,5,1982,3
8A,35,5,1982,3
8C,34,5,1982,3
8E,35,5,1982,3
8G,34,5,1982,3
8I,34,5,1982,3
0A,46,10,1982,3
0C,43,10,1982,3
0E,42,10,1982,3
0G,42,10,1982,3
0I,42,10,1982,3
2I,42,10,1982,3
2G,42,10,1982,3
2E,42,10,1982,3
2C,42,10,1982,3
2A,44,10,1982,3
4A,44,10,1982,3
4C,43,10,1982,3
4E,44,10,1982,3
4G,44,10,1982,3
4I,43,10,1982,3
6I,44,10,1982,3
6G,44,10,1982,3
6E,44,10,1982,3
6C,44,10,1982,3
6A,45,10,1982,3
8A,45,10,1982,3
8C,45,10,1982,3
8E,43,10,1982,3
8G,42,10,1982,3
8I,45,10,1982,3
0A,55,9,1982,3
0C,53,9,1982,3
0E,55,9,1982,3
0G,53,9,1982,3
0I,56,9,1982,3
2I,55,9,1982,3
2G,53,9,1982,3
2E,57,9,1982,3
2C,55,9,1982,3
2A,53,9,1982,3
4A,56,9,1982,3
4C,53,9,1982,3
4E,56,9,1982,3
4G,57,9,1982,3
4I,56,9,1982,3
6I,56,9,1982,3
6G,56,9,1982,3
6E,56,9,1982,3
6C,57,9,1982,3
6A,55,9,1982,3
8A,55,9,1982,3
8C,55,9,1982,3
8E,55,9,1982,3
8G,56,9,1982,3
8I,56,9,1982,3
0A,68,8,1983,3
0C,63,8,1983,3
0E,64,8,1983,3
0G,63,8,1983,3
0I,63,8,1983,3
2I,63,8,1983,3
2G,63,8,1983,3
2E,62,8,1983,3
2C,62,8,1983,3
2A,61,8,1983,3
4A,62,8,1983,3
4C,64,8,1983,3
4E,62,8,1983,3
4G,62,8,1983,3
4I,62,8,1983,3
6I,59,8,1983,3
6G,60,8,1983,3
6E,60,8,1983,3
6C,63,8,1983,3
6A,63,8,1983,3
8A,62,8,1983,3
8C,63,8,1983,3
8E,62,8,1983,3
8G,63,8,1983,3
8I,63,8,1983,3
0A,63,7,1983,3
0C,56,7,1983,3
0E,59,7,1983,3
0G,62,7,1983,3
0I,62,7,1983,3
2I,58,7,1983,3
2G,58,7,1983,3
2E,60,7,1983,3
2C,59,7,1983,3
2A,62,7,1983,3
4A,62,7,1983,3
4C,59,7,1983,3
4E,61,7,1983,3
4G,61,7,1983,3
4I,61,7,1983,3
6I,59,7,1983,3
6G,61,7,1983,3
6E,59,7,1983,3
6C,60,7,1983,3
6A,61,7,1983,3
8A,60,7,1983,3
8C,61,7,1983,3
8E,59,7,1983,3
8G,59,7,1983,3
8I,62,7,1983,3
0A,47,6,1983,3
0C,47,6,1983,3
0E,49,6,1983,3
0G,50,6,1983,3
0I,49,6,1983,3
2I,48,6,1983,3
2G,48,6,1983,3
2E,48,6,1983,3
2C,51,6,1983,3
2A,51,6,1983,3
4A,52,6,1983,3
4C,51,6,1983,3
4E,51,6,1983,3
4G,51,6,1983,3
4I,53,6,1983,3
6I,50,6,1983,3
6G,51,6,1983,3
6E,49,6,1983,3
6C,52,6,1983,3
6A,51,6,1983,3
8A,50,6,1983,3
8C,51,6,1983,3
8E,50,6,1983,3
8G,47,6,1983,3
8I,51,6,1983,3
0A,34,5,1983,3
0C,33,5,1983,3
0E,37,5,1983,3
0G,35,5,1983,3
0I,37,5,1983,3
2I,38,5,1983,3
2G,40,5,1983,3
2E,38,5,1983,3
2C,35,5,1983,3
2A,35,5,1983,3
4A,37,5,1983,3
4C,35,5,1983,3
4E,37,5,1983,3
4G,36,5,1983,3
4I,37,5,1983,3
6I,38,5,1983,3
6G,40,5,1983,3
6E,39,5,1983,3
6C,39,5,1983,3
6A,39,5,1983,3
8A,37,5,1983,3
8C,38,5,1983,3
8E,36,5,1983,3
8G,36,5,1983,3
8I,38,5,1983,3
0A,44,10,1983,3
0C,43,10,1983,3
0E,43,10,1983,3
0G,43,10,1983,3
0I,43,10,1983,3
2I,44,10,1983,3
2G,44,10,1983,3
2E,45,10,1983,3
2C,45,10,1983,3
2A,42,10,1983,3
4A,45,10,1983,3
4C,42,10,1983,3
4E,41,10,1983,3
4G,42,10,1983,3
4I,42,10,1983,3
6I,42,10,1983,3
6G,42,10,1983,3
6E,42,10,1983,3
6C,42,10,1983,3
6A,42,10,1983,3
8A,42,10,1983,3
8C,42,10,1983,3
8E,41,10,1983,3
8G,42,10,1983,3
8I,42,10,1983,3
0A,54,9,1983,3
0C,50,9,1983,3
0E,51,9,1983,3
0G,51,9,1983,3
0I,51,9,1983,3
2I,51,9,1983,3
2G,50,9,1983,3
2E,50,9,1983,3
2C,50,9,1983,3
2A,50,9,1983,3
4A,52,9,1983,3
4C,49,9,1983,3
4E,53,9,1983,3
4G,53,9,1983,3
4I,54,9,1983,3
6I,53,9,1983,3
6G,53,9,1983,3
6E,54,9,1983,3
6C,55,9,1983,3
6A,54,9,1983,3
8A,54,9,1983,3
8C,54,9,1983,3
8E,53,9,1983,3
8G,54,9,1983,3
8I,55,9,1983,3
0A,76,8,1984,3
0C,69,8,1984,3
0E,69,8,1984,3
0G,74,8,1984,3
0I,70,8,1984,3
2I,68,8,1984,3
2G,72,8,1984,3
2E,70,8,1984,3
2C,70,8,1984,3
2A,70,8,1984,3
4A,74,8,1984,3
4C,70,8,1984,3
4E,70,8,1984,3
4G,72,8,1984,3
4I,72,8,1984,3
6I,60,8,1984,3
6G,61,8,1984,3
6E,60,8,1984,3
6C,62,8,1984,3
6A,62,8,1984,3
8A,60,8,1984,3
8C,60,8,1984,3
8E,63,8,1984,3
8G,62,8,1984,3
8I,64,8,1984,3
4A.1,64,8,1984,3
4C.1,60,8,1984,3
4E.1,60,8,1984,3
4G.1,59,8,1984,3
4I.1,61,8,1984,3
0A,55,7,1984,3
0C,51,7,1984,3
0E,53,7,1984,3
0G,54,7,1984,3
0I,53,7,1984,3
2I,55,7,1984,3
2G,53,7,1984,3
2E,53,7,1984,3
2C,55,7,1984,3
2A,53,7,1984,3
4A,57,7,1984,3
4C,55,7,1984,3
4E,54,7,1984,3
4G,57,7,1984,3
4I,57,7,1984,3
6I,55,7,1984,3
6G,55,7,1984,3
6E,54,7,1984,3
6C,56,7,1984,3
6A,54,7,1984,3
8A,54,7,1984,3
8C,54,7,1984,3
8E,54,7,1984,3
8G,53,7,1984,3
8I,55,7,1984,3
4A.1,58,7,1984,3
4C.1,56,7,1984,3
4E.1,56,7,1984,3
4G.1,55,7,1984,3
4I.1,56,7,1984,3
0A,54,6,1984,3
0C,54,6,1984,3
0E,54,6,1984,3
0G,54,6,1984,3
0I,51,6,1984,3
2I,56,6,1984,3
2G,54,6,1984,3
2E,58,6,1984,3
2C,53,6,1984,3
2A,54,6,1984,3
4A,59,6,1984,3
4C,58,6,1984,3
4E,55,6,1984,3
4G,53,6,1984,3
4I,51,6,1984,3
6I,47,6,1984,3
6G,53,6,1984,3
6E,55,6,1984,3
6C,57,6,1984,3
6A,54,6,1984,3
8A,51,6,1984,3
8C,53,6,1984,3
8E,54,6,1984,3
8G,61,6,1984,3
8I,57,6,1984,3
4A.1,58,6,1984,3
4C.1,57,6,1984,3
4E.1,58,6,1984,3
4G.1,56,6,1984,3
4I.1,55,6,1984,3
0A,46,5,1984,3
0C,39,5,1984,3
0E,43,5,1984,3
0G,44,5,1984,3
0I,43,5,1984,3
2I,41,5,1984,3
2G,38,5,1984,3
2E,44,5,1984,3
2C,41,5,1984,3
2A,41,5,1984,3
4A,46,5,1984,3
4C,41,5,1984,3
4E,41,5,1984,3
4G,41,5,1984,3
4I,41,5,1984,3
6I,42,5,1984,3
6G,42,5,1984,3
6E,41,5,1984,3
6C,52,5,1984,3
6A,44,5,1984,3
8A,43,5,1984,3
8C,40,5,1984,3
8E,41,5,1984,3
8G,46,5,1984,3
8I,42,5,1984,3
4A.1,42,5,1984,3
4C.1,38,5,1984,3
4E.1,42,5,1984,3
4G.1,43,5,1984,3
4I.1,45,5,1984,3
0A,50,10,1984,3
0C,47,10,1984,3
0E,46,10,1984,3
0G,46,10,1984,3
0I,46,10,1984,3
2I,50,10,1984,3
2G,46,10,1984,3
2E,47,10,1984,3
2C,46,10,1984,3
2A,46,10,1984,3
4A,49,10,1984,3
4C,51,10,1984,3
4E,49,10,1984,3
4G,49,10,1984,3
4I,50,10,1984,3
6I,49,10,1984,3
6G,50,10,1984,3
6E,49,10,1984,3
6C,51,10,1984,3
6A,50,10,1984,3
8A,50,10,1984,3
8C,51,10,1984,3
8E,50,10,1984,3
8G,51,10,1984,3
8I,51,10,1984,3
4A.1,47,10,1984,3
4C.1,47,10,1984,3
4E.1,48,10,1984,3
4G.1,46,10,1984,3
4I.1,46,10,1984,3
0A,49,9,1984,3
0C,48,9,1984,3
0E,49,9,1984,3
0G,49,9,1984,3
0I,49,9,1984,3
2I,49,9,1984,3
2G,49,9,1984,3
2E,48,9,1984,3
2C,49,9,1984,3
2A,48,9,1984,3
4A,49,9,1984,3
4C,49,9,1984,3
4E,48,9,1984,3
4G,49,9,1984,3
4I,49,9,1984,3
6I,49,9,1984,3
6G,48,9,1984,3
6E,48,9,1984,3
6C,48,9,1984,3
6A,48,9,1984,3
8A,48,9,1984,3
8C,50,9,1984,3
8E,48,9,1984,3
8G,48,9,1984,3
8I,48,9,1984,3
4A.1,47,9,1984,3
4C.1,47,9,1984,3
4E.1,48,9,1984,3
4G.1,48,9,1984,3
4I.1,48,9,1984,3
0A,57,8,1985,3
0C,57,8,1985,3
0E,59,8,1985,3
0G,60,8,1985,3
0I,57,8,1985,3
2I,56,8,1985,3
2G,50,8,1985,3
2E,59,8,1985,3
2C,57,8,1985,3
2A,59,8,1985,3
4A,61,8,1985,3
4C,59,8,1985,3
4E,60,8,1985,3
4G,57,8,1985,3
4I,57,8,1985,3
6I,64,8,1985,3
6G,65,8,1985,3
6E,62,8,1985,3
6C,67,8,1985,3
6A,64,8,1985,3
8A,65,8,1985,3
8C,63,8,1985,3
8E,64,8,1985,3
8G,63,8,1985,3
8I,69,8,1985,3
4A.1,66,8,1985,3
4C.1,64,8,1985,3
4E.1,63,8,1985,3
4G.1,64,8,1985,3
4I.1,66,8,1985,3
0A,53,7,1985,3
0C,51,7,1985,3
0E,54,7,1985,3
0G,60,7,1985,3
0I,54,7,1985,3
2I,58,7,1985,3
2G,56,7,1985,3
2E,60,7,1985,3
2C,60,7,1985,3
2A,60,7,1985,3
4A,60,7,1985,3
4C,61,7,1985,3
4E,61,7,1985,3
4G,63,7,1985,3
4I,70,7,1985,3
6I,61,7,1985,3
6G,61,7,1985,3
6E,60,7,1985,3
6C,66,7,1985,3
6A,64,7,1985,3
8A,57,7,1985,3
8C,59,7,1985,3
8E,62,7,1985,3
8G,62,7,1985,3
8I,63,7,1985,3
4A.1,66,7,1985,3
4C.1,62,7,1985,3
4E.1,60,7,1985,3
4G.1,57,7,1985,3
4I.1,63,7,1985,3
0A,56,6,1985,3
0C,50,6,1985,3
0E,50,6,1985,3
0G,53,6,1985,3
0I,51,6,1985,3
2I,51,6,1985,3
2G,53,6,1985,3
2E,55,6,1985,3
2C,56,6,1985,3
2A,54,6,1985,3
4A,55,6,1985,3
4C,52,6,1985,3
4E,52,6,1985,3
4G,52,6,1985,3
4I,52,6,1985,3
6I,48,6,1985,3
6G,46,6,1985,3
6E,48,6,1985,3
6C,52,6,1985,3
6A,50,6,1985,3
8A,48,6,1985,3
8C,48,6,1985,3
8E,48,6,1985,3
8G,49,6,1985,3
8I,48,6,1985,3
4A.1,50,6,1985,3
4C.1,48,6,1985,3
4E.1,48,6,1985,3
4G.1,49,6,1985,3
4I.1,48,6,1985,3
0A,46,5,1985,3
0C,44,5,1985,3
0E,52,5,1985,3
0G,41,5,1985,3
0I,44,5,1985,3
2I,50,5,1985,3
2G,46,5,1985,3
2E,47,5,1985,3
2C,40,5,1985,3
2A,40,5,1985,3
4A,41,5,1985,3
4C,42,5,1985,3
4E,44,5,1985,3
4G,39,5,1985,3
4I,44,5,1985,3
6I,39,5,1985,3
6G,43,5,1985,3
6E,48,5,1985,3
6C,48,5,1985,3
6A,48,5,1985,3
8A,41,5,1985,3
8C,45,5,1985,3
8E,39,5,1985,3
8G,38,5,1985,3
8I,42,5,1985,3
4A.1,49,5,1985,3
4C.1,52,5,1985,3
4E.1,47,5,1985,3
4G.1,47,5,1985,3
4I.1,47,5,1985,3
0A,34,10,1985,3
0C,35,10,1985,3
0E,36,10,1985,3
0G,38,10,1985,3
0I,39,10,1985,3
2I,37,10,1985,3
2G,39,10,1985,3
2E,38,10,1985,3
2C,38,10,1985,3
2A,37,10,1985,3
4A,37,10,1985,3
4C,36,10,1985,3
4E,35,10,1985,3
4G,34,10,1985,3
4I,36,10,1985,3
6I,38,10,1985,3
6G,39,10,1985,3
6E,39,10,1985,3
6C,37,10,1985,3
6A,37,10,1985,3
8A,38,10,1985,3
8C,37,10,1985,3
8E,38,10,1985,3
8G,37,10,1985,3
8I,36,10,1985,3
0A,50,9,1985,3
0C,50,9,1985,3
0E,51,9,1985,3
0G,51,9,1985,3
0I,52,9,1985,3
2I,52,9,1985,3
2G,52,9,1985,3
2E,52,9,1985,3
2C,52,9,1985,3
2A,52,9,1985,3
4A,50,9,1985,3
4C,50,9,1985,3
4E,50,9,1985,3
4G,50,9,1985,3
4I,50,9,1985,3
6I,50,9,1985,3
6G,50,9,1985,3
6E,50,9,1985,3
6C,49,9,1985,3
6A,49,9,1985,3
8A,49,9,1985,3
8C,49,9,1985,3
8E,49,9,1985,3
8G,49,9,1985,3
8I,48,9,1985,3
4A.1,52,9,1985,3
4C.1,52,9,1985,3
4E.1,52,9,1985,3
4G.1,52,9,1985,3
4I.1,52,9,1985,3
0A,62,8,1986,3
0C,57,8,1986,3
0E,57,8,1986,3
0G,58,8,1986,3
0I,58,8,1986,3
2I,59,8,1986,3
2G,58,8,1986,3
2E,57,8,1986,3
2C,63,8,1986,3
2A,65,8,1986,3
4A,65,8,1986,3
4C,60,8,1986,3
4E,62,8,1986,3
4G,63,8,1986,3
4I,64,8,1986,3
6I,60,8,1986,3
6G,64,8,1986,3
6E,64,8,1986,3
6C,64,8,1986,3
6A,63,8,1986,3
8A,61,8,1986,3
8C,65,8,1986,3
8E,64,8,1986,3
8G,69,8,1986,3
8I,66,8,1986,3
0A,57,7,1986,3
0C,56,7,1986,3
0E,58,7,1986,3
0G,55,7,1986,3
0I,55,7,1986,3
8A,57,7,1986,3
8C,55,7,1986,3
8E,59,7,1986,3
8G,58,7,1986,3
8I,58,7,1986,3
0A,50,6,1986,3
0C,51,6,1986,3
0E,52,6,1986,3
0G,56,6,1986,3
0I,51,6,1986,3
8A,52,6,1986,3
8C,48,6,1986,3
8E,53,6,1986,3
8G,53,6,1986,3
8I,54,6,1986,3
0A,41,5,1986,3
0C,35,5,1986,3
0E,40,5,1986,3
0G,42,5,1986,3
0I,34,5,1986,3
8A,38,5,1986,3
8C,38,5,1986,3
8E,40,5,1986,3
8G,38,5,1986,3
8I,38,5,1986,3
0A,53,10,1986,3
0C,49,10,1986,3
0E,53,10,1986,3
0G,49,10,1986,3
0I,53,10,1986,3
8A,51,10,1986,3
8C,51,10,1986,3
8E,51,10,1986,3
8G,52,10,1986,3
8I,53,10,1986,3
0A,50,9,1986,3
0C,49,9,1986,3
0E,49,9,1986,3
0G,49,9,1986,3
0I,50,9,1986,3
8A,51,9,1986,3
8C,49,9,1986,3
8E,51,9,1986,3
8G,50,9,1986,3
8I,51,9,1986,3
0A,59,8,1987,3
0C,58,8,1987,3
0E,58,8,1987,3
0G,58,8,1987,3
0I,59,8,1987,3
2I,59,8,1987,3
2G,59,8,1987,3
2E,58,8,1987,3
2C,59,8,1987,3
2A,58,8,1987,3
4A,60,8,1987,3
4C,58,8,1987,3
4E,58,8,1987,3
4G,58,8,1987,3
4I,60,8,1987,3
6I,59,8,1987,3
6G,59,8,1987,3
6E,59,8,1987,3
6C,60,8,1987,3
6A,59,8,1987,3
8A,58,8,1987,3
8C,59,8,1987,3
8E,59,8,1987,3
8G,59,8,1987,3
8I,60,8,1987,3
4A.1,59,8,1987,3
4C.1,60,8,1987,3
4E.1,60,8,1987,3
4G.1,59,8,1987,3
4I.1,60,8,1987,3
0A,58,7,1987,3
0C,55,7,1987,3
0E,59,7,1987,3
0G,61,7,1987,3
0I,59,7,1987,3
8A,61,7,1987,3
8C,56,7,1987,3
8E,60,7,1987,3
8G,56,7,1987,3
8I,61,7,1987,3
0A,48,6,1987,3
0C,52,6,1987,3
0E,49,6,1987,3
0G,51,6,1987,3
0I,52,6,1987,3
8A,48,6,1987,3
8C,48,6,1987,3
8E,48,6,1987,3
8G,47,6,1987,3
8I,48,6,1987,3
0A,38,5,1987,3
0C,40,5,1987,3
0E,38,5,1987,3
0G,38,5,1987,3
0I,40,5,1987,3
4A,43,5,1987,3
4C,39,5,1987,3
4E,42,5,1987,3
4G,42,5,1987,3
4I,43,5,1987,3
8A,41,5,1987,3
8C,40,5,1987,3
8E,42,5,1987,3
8G,41,5,1987,3
8I,43,5,1987,3
8A.1,39,5,1987,3
8C.1,38,5,1987,3
8E.1,42,5,1987,3
8G.1,42,5,1987,3
8I.1,42,5,1987,3
0A,48,10,1987,3
0C,46,10,1987,3
0E,46,10,1987,3
0G,45,10,1987,3
0I,45,10,1987,3
8A,48,10,1987,3
8C,48,10,1987,3
8E,48,10,1987,3
8G,47,10,1987,3
8I,48,10,1987,3
0A,54,9,1987,3
0C,54,9,1987,3
0E,55,9,1987,3
0G,55,9,1987,3
0I,56,9,1987,3
4A,56,9,1987,3
4C,56,9,1987,3
4E,55,9,1987,3
4G,55,9,1987,3
4I,56,9,1987,3
8A,58,9,1987,3
8C,56,9,1987,3
8E,56,9,1987,3
8G,55,9,1987,3
8I,59,9,1987,3
8A.1,55,9,1987,3
8C.1,55,9,1987,3
8E.1,57,9,1987,3
8G.1,55,9,1987,3
8I.1,58,9,1987,3
0A,63,8,1988,3
0C,63,8,1988,3
0E,63,8,1988,3
0G,61,8,1988,3
0I,61,8,1988,3
2I,65,8,1988,3
2G,64,8,1988,3
2E,63,8,1988,3
2C,62,8,1988,3
2A,62,8,1988,3
4A,61,8,1988,3
4C,59,8,1988,3
4E,61,8,1988,3
4G,62,8,1988,3
4I,61,8,1988,3
6I,67,8,1988,3
6G,64,8,1988,3
6E,64,8,1988,3
6C,66,8,1988,3
6A,64,8,1988,3
8A,60,8,1988,3
8C,60,8,1988,3
8E,61,8,1988,3
8G,61,8,1988,3
8I,61,8,1988,3
4A.1,64,8,1988,3
4C.1,64,8,1988,3
4E.1,62,8,1988,3
4G.1,63,8,1988,3
4I.1,64,8,1988,3
0A,64,7,1988,3
0C,63,7,1988,3
0E,62,7,1988,3
0G,60,7,1988,3
0I,63,7,1988,3
4A,63,7,1988,3
4C,63,7,1988,3
4E,60,7,1988,3
4G,60,7,1988,3
4I,63,7,1988,3
8A,62,7,1988,3
8C,62,7,1988,3
8E,63,7,1988,3
8G,63,7,1988,3
8I,63,7,1988,3
0A,55,6,1988,3
0C,52,6,1988,3
0E,54,6,1988,3
0G,52,6,1988,3
0I,52,6,1988,3
4A,55,6,1988,3
4C,51,6,1988,3
4E,53,6,1988,3
4G,54,6,1988,3
4I,52,6,1988,3
8A,54,6,1988,3
8C,55,6,1988,3
8E,54,6,1988,3
8G,53,6,1988,3
8I,55,6,1988,3
0A,44,5,1988,3
0C,44,5,1988,3
0E,45,5,1988,3
0G,44,5,1988,3
0I,43,5,1988,3
4A,46,5,1988,3
4C,43,5,1988,3
4E,44,5,1988,3
4G,43,5,1988,3
4I,46,5,1988,3
8A,44,5,1988,3
8C,45,5,1988,3
8E,45,5,1988,3
8G,47,5,1988,3
8I,47,5,1988,3
0A,49,10,1988,3
0C,45,10,1988,3
0E,46,10,1988,3
0G,46,10,1988,3
0I,46,10,1988,3
4A,47,10,1988,3
4C,46,10,1988,3
4E,46,10,1988,3
4G,47,10,1988,3
4I,47,10,1988,3
8A,46,10,1988,3
8C,47,10,1988,3
8E,47,10,1988,3
8G,48,10,1988,3
8I,47,10,1988,3
0A,69,9,1988,3
0C,66,9,1988,3
0E,65,9,1988,3
0G,65,9,1988,3
0I,65,9,1988,3
4A,65,9,1988,3
4C,65,9,1988,3
4E,67,9,1988,3
4G,65,9,1988,3
4I,69,9,1988,3
8A,63,9,1988,3
8C,65,9,1988,3
8E,65,9,1988,3
8G,64,9,1988,3
8I,65,9,1988,3
0A,69,8,1989,3
0C,63,8,1989,3
0E,65,8,1989,3
0G,62,8,1989,3
0I,64,8,1989,3
2I,65,8,1989,3
2G,63,8,1989,3
2E,65,8,1989,3
2C,63,8,1989,3
2A,63,8,1989,3
4A,66,8,1989,3
4C,64,8,1989,3
4E,63,8,1989,3
4G,64,8,1989,3
4I,68,8,1989,3
