MACA   1.0   0.0   1.0	 2.0   1.0   3.0   1.0	 3.0   2.0   1.0   0.5	 1.0   1.0   2.0   1.0	 0.5   0.5   1.0   0.5	 0.0   0.0   0.5   0.5	 1.0   0.0
ORSE   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   1.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
PYCH   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.5   0.5	 0.0   1.0   0.0   1.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
SOSP   0.0   0.5   0.5	 0.5   0.0   0.0   0.5	 0.0   0.0   0.0   0.0	 0.5   0.0   0.5   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.5   0.0	 0.5   0.0
VIAD   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.5	 0.5   0.0   0.5   0.5	 0.0   0.0   0.5   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
CXSI   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
CXRI   0.0   0.0   0.0	 0.0   0.0   0.0   0.5	 0.5   0.0   0.0   0.5	 0.0   0.0   0.0   0.0	 0.0   0.0   0.5   0.0	 0.0   1.0   0.0   0.0	 0.5   0.0

QUAD  0A    0C	  0E	0G    0I    2I	  2G	2E    2C    2A	  4A	4C    4E    4G	  4I	6I    6G    6E	  6C	6A    8A    8C	  8E	8G    8I    4a	  4c	4e    4g    4i
ELGL   0.0   0.0   0.0	 0.0   0.0   0.5   1.0	 1.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   2.0   0.0   0.5	 0.0   3.0
ELIN   0.0   0.0   1.0	 0.0   3.0   3.0   0.0	 1.0   0.0   0.0   0.5	 0.0   0.0   0.5   0.0	 0.0   0.0   0.5   0.0	 0.5   0.0   0.0   0.0	 0.0   0.0
ORAS   1.0   0.0   0.0	 0.0   0.0   0.0   0.0	 4.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.5   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
ORPU   3.0   2.0   5.0	 2.0   0.0  10.0   3.0	 4.0   3.0   1.0  10.0	 3.0   3.0   5.0   1.0	 2.0   1.0   3.0   1.0	 2.0   2.0   3.0   2.0	 2.0   1.0
SCPU   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.5   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
EQVA   1.0   0.5   1.0	 0.0   0.0   0.5   0.0	 2.0   2.0   1.0   0.5	 0.5   0.5   0.5   0.0	 0.0   0.5   0.0   0.5	 1.0   0.5   3.0   0.0	 0.0   0.0
LYCO   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   1.0   5.0   0.0	 1.0   1.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
GEAM   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
ROWO   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
MELI   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
AGSC   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
ARLY   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
VIRE   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
AGSU   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
temp

