month,year,stand,quad,temp_C
5,1983,1,0C,3.3333333333333335
6,1983,1,0C,10
7,1983,1,0C,15.555555555555555
8,1983,1,0C,18.333333333333332
9,1983,1,0C,8.88888888888889
10,1983,1,0C,11.666666666666666
5,1984,1,0C,3.888888888888889
6,1984,1,0C,11.11111111111111
7,1984,1,0C,14.444444444444445
8,1984,1,0C,20.555555555555557
9,1984,1,0C,12.777777777777779
10,1984,1,0C,6.666666666666667
5,1985,1,0C,3.888888888888889
6,1985,1,0C,9.444444444444445
7,1985,1,0C,12.777777777777779
9,1985,1,0C,18.88888888888889
10,1985,1,0C,6.111111111111111
5,1986,1,0C,3.3333333333333335
6,1986,1,0C,14.444444444444445
7,1986,1,0C,12.777777777777779
8,1986,1,0C,15
9,1986,1,0C,17.22222222222222
10,1986,1,0C,6.111111111111111
5,1987,1,0C,10.833333333333332
6,1987,1,0C,10.277777777777779
7,1987,1,0C,15
8,1987,1,0C,15.555555555555555
9,1987,1,0C,6.666666666666667
10,1987,1,0C,10.833333333333332
5,1988,1,0C,5
6,1988,1,0C,11.11111111111111
7,1988,1,0C,17.5
8,1988,1,0C,14.444444444444445
9,1988,1,0C,12.222222222222221
10,1988,1,0C,3.3333333333333335
5,1989,1,0C,6.111111111111111
6,1989,1,0C,7.777777777777778
7,1989,1,0C,15
8,1989,1,0C,16.666666666666668
9,1989,1,0C,10
10,1989,1,0C,8.333333333333334
5,1990,1,0C,3.3333333333333335
6,1990,1,0C,9.444444444444445
7,1990,1,0C,12.222222222222221
8,1990,1,0C,10.555555555555555
9,1990,1,0C,11.666666666666666
10,1990,1,0C,1.6666666666666667
8,1995,1,0C,12.777777777777779
8,2000,1,0C,16.11111111111111
8,2005,1,0C,15
8,2010,1,0C,15.555555555555555
6,1981,1,0E,10
8,1981,1,0E,13.88888888888889
9,1981,1,0E,8.333333333333334
11,1981,1,0E,3.888888888888889
5,1982,1,0E,2.7777777777777777
6,1982,1,0E,7.777777777777778
7,1982,1,0E,17.22222222222222
8,1982,1,0E,12.777777777777779
9,1982,1,0E,11.666666666666666
10,1982,1,0E,5
5,1983,1,0E,3.3333333333333335
6,1983,1,0E,9.444444444444445
7,1983,1,0E,16.11111111111111
8,1983,1,0E,17.77777777777778
9,1983,1,0E,8.88888888888889
10,1983,1,0E,8.88888888888889
5,1984,1,0E,3.888888888888889
6,1984,1,0E,11.11111111111111
7,1984,1,0E,14.444444444444445
8,1984,1,0E,21.11111111111111
9,1984,1,0E,12.222222222222221
10,1984,1,0E,6.111111111111111
5,1985,1,0E,2.2222222222222223
6,1985,1,0E,9.444444444444445
7,1985,1,0E,12.777777777777779
9,1985,1,0E,17.77777777777778
10,1985,1,0E,5.555555555555555
5,1986,1,0E,3.3333333333333335
6,1986,1,0E,13.333333333333334
7,1986,1,0E,12.777777777777779
8,1986,1,0E,14.444444444444445
9,1986,1,0E,16.11111111111111
10,1986,1,0E,6.111111111111111
5,1987,1,0E,10.277777777777779
6,1987,1,0E,10.833333333333332
7,1987,1,0E,14.722222222222221
8,1987,1,0E,15.555555555555555
9,1987,1,0E,6.944444444444445
10,1987,1,0E,10.555555555555555
5,1988,1,0E,4.444444444444445
6,1988,1,0E,10.833333333333332
7,1988,1,0E,17.22222222222222
8,1988,1,0E,14.444444444444445
9,1988,1,0E,11.666666666666666
10,1988,1,0E,2.7777777777777777
5,1989,1,0E,5.555555555555555
6,1989,1,0E,6.666666666666667
7,1989,1,0E,14.444444444444445
8,1989,1,0E,16.666666666666668
9,1989,1,0E,10
10,1989,1,0E,6.111111111111111
5,1990,1,0E,3.3333333333333335
6,1990,1,0E,9.444444444444445
7,1990,1,0E,12.222222222222221
8,1990,1,0E,10
9,1990,1,0E,11.666666666666666
10,1990,1,0E,1.6666666666666667
8,1995,1,0E,12.222222222222221
8,2000,1,0E,16.11111111111111
8,2005,1,0E,15
8,2010,1,0E,15
6,1981,1,0G,10.555555555555555
8,1981,1,0G,13.88888888888889
9,1981,1,0G,8.88888888888889
11,1981,1,0G,3.888888888888889
5,1982,1,0G,2.7777777777777777
6,1982,1,0G,7.777777777777778
7,1982,1,0G,16.666666666666668
8,1982,1,0G,12.222222222222221
9,1982,1,0G,11.11111111111111
10,1982,1,0G,5.555555555555555
5,1983,1,0G,3.888888888888889
6,1983,1,0G,9.444444444444445
7,1983,1,0G,15.555555555555555
8,1983,1,0G,17.77777777777778
9,1983,1,0G,8.333333333333334
10,1983,1,0G,8.333333333333334
5,1984,1,0G,5
6,1984,1,0G,11.11111111111111
7,1984,1,0G,13.88888888888889
8,1984,1,0G,18.333333333333332
9,1984,1,0G,12.222222222222221
10,1984,1,0G,6.111111111111111
5,1985,1,0G,2.2222222222222223
6,1985,1,0G,9.444444444444445
7,1985,1,0G,13.333333333333334
9,1985,1,0G,17.77777777777778
10,1985,1,0G,5.555555555555555
5,1986,1,0G,2.7777777777777777
6,1986,1,0G,13.88888888888889
7,1986,1,0G,12.777777777777779
8,1986,1,0G,14.444444444444445
9,1986,1,0G,17.22222222222222
10,1986,1,0G,6.111111111111111
5,1987,1,0G,10.833333333333332
6,1987,1,0G,10.555555555555555
7,1987,1,0G,13.88888888888889
8,1987,1,0G,15.555555555555555
9,1987,1,0G,6.666666666666667
10,1987,1,0G,10.277777777777779
5,1988,1,0G,3.888888888888889
6,1988,1,0G,10.833333333333332
7,1988,1,0G,20.27777777777778
8,1988,1,0G,15
9,1988,1,0G,11.666666666666666
10,1988,1,0G,3.3333333333333335
5,1989,1,0G,5.555555555555555
6,1989,1,0G,6.666666666666667
7,1989,1,0G,14.444444444444445
8,1989,1,0G,16.11111111111111
9,1989,1,0G,10.555555555555555
10,1989,1,0G,7.222222222222222
5,1990,1,0G,3.3333333333333335
6,1990,1,0G,9.444444444444445
7,1990,1,0G,12.222222222222221
8,1990,1,0G,10.555555555555555
9,1990,1,0G,11.666666666666666
10,1990,1,0G,2.7777777777777777
8,1995,1,0G,12.777777777777779
8,2000,1,0G,15
8,2005,1,0G,14.444444444444445
8,2010,1,0G,15
6,1981,1,0I,8.333333333333334
8,1981,1,0I,13.333333333333334
9,1981,1,0I,8.333333333333334
11,1981,1,0I,3.888888888888889
5,1982,1,0I,1.6666666666666667
6,1982,1,0I,7.777777777777778
7,1982,1,0I,13.88888888888889
8,1982,1,0I,11.666666666666666
9,1982,1,0I,10.555555555555555
10,1982,1,0I,4.444444444444445
5,1983,1,0I,2.7777777777777777
6,1983,1,0I,8.88888888888889
7,1983,1,0I,14.444444444444445
8,1983,1,0I,17.22222222222222
9,1983,1,0I,8.88888888888889
10,1983,1,0I,7.777777777777778
5,1984,1,0I,2.7777777777777777
6,1984,1,0I,11.11111111111111
7,1984,1,0I,14.444444444444445
8,1984,1,0I,18.333333333333332
9,1984,1,0I,11.666666666666666
10,1984,1,0I,6.666666666666667
5,1985,1,0I,3.3333333333333335
6,1985,1,0I,7.222222222222222
7,1985,1,0I,12.222222222222221
9,1985,1,0I,16.666666666666668
10,1985,1,0I,6.111111111111111
5,1986,1,0I,0.5555555555555556
6,1986,1,0I,10
7,1986,1,0I,11.11111111111111
8,1986,1,0I,13.88888888888889
9,1986,1,0I,13.88888888888889
10,1986,1,0I,7.222222222222222
5,1987,1,0I,7.222222222222222
6,1987,1,0I,9.722222222222221
7,1987,1,0I,13.88888888888889
8,1987,1,0I,15
9,1987,1,0I,6.666666666666666
10,1987,1,0I,10.277777777777779
5,1988,1,0I,2.7777777777777777
6,1988,1,0I,10.555555555555555
7,1988,1,0I,17.5
8,1988,1,0I,13.88888888888889
9,1988,1,0I,12.222222222222221
10,1988,1,0I,3.888888888888889
5,1989,1,0I,4.444444444444445
6,1989,1,0I,6.111111111111111
7,1989,1,0I,13.333333333333334
8,1989,1,0I,15
9,1989,1,0I,10.555555555555555
10,1989,1,0I,6.111111111111111
5,1990,1,0I,3.3333333333333335
6,1990,1,0I,8.88888888888889
7,1990,1,0I,11.666666666666666
8,1990,1,0I,10.555555555555555
9,1990,1,0I,11.11111111111111
10,1990,1,0I,2.2222222222222223
8,1995,1,0I,11.666666666666666
8,2000,1,0I,14.444444444444445
8,2005,1,0I,14.444444444444445
8,2010,1,0I,15
6,1981,1,2A,10.555555555555555
8,1981,1,2A,13.88888888888889
9,1981,1,2A,8.88888888888889
11,1981,1,2A,4.444444444444445
5,1982,1,2A,2.7777777777777777
6,1982,1,2A,8.88888888888889
7,1982,1,2A,12.222222222222221
8,1982,1,2A,13.333333333333334
9,1982,1,2A,12.222222222222221
10,1982,1,2A,5
5,1983,1,2A,3.3333333333333335
6,1983,1,2A,8.88888888888889
7,1983,1,2A,16.11111111111111
8,1983,1,2A,18.333333333333332
9,1983,1,2A,9.444444444444445
10,1983,1,2A,7.777777777777778
5,1984,1,2A,5.555555555555555
6,1984,1,2A,11.666666666666666
7,1984,1,2A,13.88888888888889
8,1984,1,2A,18.88888888888889
9,1984,1,2A,11.666666666666666
10,1984,1,2A,6.666666666666667
5,1985,1,2A,2.2222222222222223
6,1985,1,2A,11.11111111111111
7,1985,1,2A,12.777777777777779
9,1985,1,2A,16.666666666666668
10,1985,1,2A,6.666666666666667
5,1986,1,2A,3.3333333333333335
6,1986,1,2A,11.666666666666666
7,1986,1,2A,14.444444444444445
8,1986,1,2A,14.444444444444445
9,1986,1,2A,17.77777777777778
10,1986,1,2A,4.444444444444445
8,1987,1,2A,14.444444444444445
8,1988,1,2A,16.666666666666668
8,1989,1,2A,16.11111111111111
8,1990,1,2A,11.666666666666666
8,1995,1,2A,11.666666666666666
8,2000,1,2A,16.11111111111111
8,2005,1,2A,14.444444444444445
8,2010,1,2A,16.11111111111111
6,1981,1,2C,12.222222222222221
8,1981,1,2C,14.444444444444445
9,1981,1,2C,8.333333333333334
11,1981,1,2C,3.3333333333333335
5,1982,1,2C,3.888888888888889
6,1982,1,2C,10
7,1982,1,2C,12.777777777777779
8,1982,1,2C,13.333333333333334
9,1982,1,2C,12.777777777777779
10,1982,1,2C,4.444444444444445
5,1983,1,2C,4.444444444444445
6,1983,1,2C,9.444444444444445
7,1983,1,2C,18.333333333333332
8,1983,1,2C,18.333333333333332
9,1983,1,2C,8.88888888888889
10,1983,1,2C,7.777777777777778
5,1984,1,2C,5
6,1984,1,2C,13.333333333333334
7,1984,1,2C,15
8,1984,1,2C,18.88888888888889
9,1984,1,2C,11.666666666666666
10,1984,1,2C,6.111111111111111
5,1985,1,2C,4.444444444444445
6,1985,1,2C,12.222222222222221
7,1985,1,2C,14.444444444444445
9,1985,1,2C,16.666666666666668
10,1985,1,2C,5.555555555555555
5,1986,1,2C,3.3333333333333335
6,1986,1,2C,13.333333333333334
7,1986,1,2C,13.333333333333334
8,1986,1,2C,16.666666666666668
9,1986,1,2C,17.77777777777778
10,1986,1,2C,5.555555555555555
8,1987,1,2C,14.444444444444445
8,1988,1,2C,16.666666666666668
8,1989,1,2C,16.11111111111111
8,1990,1,2C,10.555555555555555
8,1995,1,2C,12.222222222222221
8,2000,1,2C,16.11111111111111
8,2005,1,2C,14.444444444444445
8,2010,1,2C,16.11111111111111
6,1981,1,2E,11.11111111111111
8,1981,1,2E,14.444444444444445
9,1981,1,2E,8.88888888888889
11,1981,1,2E,3.3333333333333335
5,1982,1,2E,3.3333333333333335
6,1982,1,2E,8.333333333333334
7,1982,1,2E,12.777777777777779
8,1982,1,2E,13.333333333333334
9,1982,1,2E,12.777777777777779
10,1982,1,2E,4.444444444444445
5,1983,1,2E,4.444444444444445
6,1983,1,2E,10
7,1983,1,2E,16.666666666666668
8,1983,1,2E,18.333333333333332
9,1983,1,2E,8.88888888888889
10,1983,1,2E,7.777777777777778
5,1984,1,2E,4.444444444444445
6,1984,1,2E,12.777777777777779
7,1984,1,2E,15.555555555555555
8,1984,1,2E,18.88888888888889
9,1984,1,2E,11.666666666666666
10,1984,1,2E,6.111111111111111
5,1985,1,2E,2.7777777777777777
6,1985,1,2E,9.444444444444445
7,1985,1,2E,13.333333333333334
9,1985,1,2E,16.666666666666668
10,1985,1,2E,5.555555555555555
5,1986,1,2E,4.444444444444445
6,1986,1,2E,13.88888888888889
7,1986,1,2E,13.333333333333334
8,1986,1,2E,15.555555555555555
9,1986,1,2E,18.333333333333332
10,1986,1,2E,6.111111111111111
8,1987,1,2E,14.444444444444445
8,1988,1,2E,16.11111111111111
8,1989,1,2E,16.11111111111111
8,1990,1,2E,10.555555555555555
8,1995,1,2E,12.777777777777779
8,2000,1,2E,16.11111111111111
8,2005,1,2E,14.444444444444445
8,2010,1,2E,15.555555555555555
6,1981,1,2G,10.555555555555555
8,1981,1,2G,13.88888888888889
9,1981,1,2G,8.333333333333334
11,1981,1,2G,3.3333333333333335
5,1982,1,2G,1.6666666666666667
6,1982,1,2G,7.222222222222222
7,1982,1,2G,12.222222222222221
8,1982,1,2G,12.222222222222221
9,1982,1,2G,11.666666666666666
10,1982,1,2G,4.444444444444445
5,1983,1,2G,3.3333333333333335
6,1983,1,2G,9.444444444444445
7,1983,1,2G,16.11111111111111
8,1983,1,2G,17.22222222222222
9,1983,1,2G,8.333333333333334
10,1983,1,2G,7.222222222222222
5,1984,1,2G,5
6,1984,1,2G,11.11111111111111
7,1984,1,2G,14.444444444444445
8,1984,1,2G,18.88888888888889
9,1984,1,2G,11.666666666666666
10,1984,1,2G,5.555555555555555
5,1985,1,2G,2.2222222222222223
6,1985,1,2G,8.333333333333334
7,1985,1,2G,12.222222222222221
9,1985,1,2G,15.555555555555555
10,1985,1,2G,5
5,1986,1,2G,3.3333333333333335
6,1986,1,2G,13.88888888888889
7,1986,1,2G,13.333333333333334
8,1986,1,2G,14.444444444444445
9,1986,1,2G,17.22222222222222
10,1986,1,2G,6.666666666666667
8,1987,1,2G,14.444444444444445
8,1988,1,2G,16.11111111111111
8,1989,1,2G,16.11111111111111
8,1990,1,2G,10.555555555555555
8,1995,1,2G,12.222222222222221
8,2000,1,2G,15
8,2005,1,2G,14.444444444444445
8,2010,1,2G,15.555555555555555
6,1981,1,2I,9.444444444444445
8,1981,1,2I,13.88888888888889
9,1981,1,2I,8.88888888888889
11,1981,1,2I,2.7777777777777777
5,1982,1,2I,1.6666666666666667
6,1982,1,2I,7.777777777777778
7,1982,1,2I,11.666666666666666
8,1982,1,2I,12.222222222222221
9,1982,1,2I,12.777777777777779
10,1982,1,2I,4.444444444444445
5,1983,1,2I,3.888888888888889
6,1983,1,2I,10.555555555555555
7,1983,1,2I,15.555555555555555
8,1983,1,2I,17.22222222222222
9,1983,1,2I,9.444444444444445
10,1983,1,2I,7.222222222222222
5,1984,1,2I,3.3333333333333335
6,1984,1,2I,10.555555555555555
7,1984,1,2I,14.444444444444445
8,1984,1,2I,17.77777777777778
9,1984,1,2I,11.666666666666666
10,1984,1,2I,6.666666666666667
5,1985,1,2I,2.7777777777777777
6,1985,1,2I,8.333333333333334
7,1985,1,2I,12.222222222222221
9,1985,1,2I,16.666666666666668
10,1985,1,2I,5.555555555555555
5,1986,1,2I,3.3333333333333335
6,1986,1,2I,14.444444444444445
7,1986,1,2I,13.333333333333334
8,1986,1,2I,14.444444444444445
9,1986,1,2I,18.333333333333332
10,1986,1,2I,6.111111111111111
8,1987,1,2I,14.444444444444445
8,1988,1,2I,16.11111111111111
8,1989,1,2I,16.11111111111111
8,1990,1,2I,11.11111111111111
8,1995,1,2I,12.222222222222221
8,2000,1,2I,14.444444444444445
8,2005,1,2I,13.88888888888889
8,2010,1,2I,15
6,1981,1,4A,12.222222222222221
8,1981,1,4A,15
9,1981,1,4A,8.88888888888889
11,1981,1,4A,2.7777777777777777
5,1982,1,4A,5
6,1982,1,4A,10
7,1982,1,4A,14.444444444444445
8,1982,1,4A,13.333333333333334
9,1982,1,4A,13.88888888888889
10,1982,1,4A,4.444444444444445
5,1983,1,4A,5
6,1983,1,4A,10.555555555555555
7,1983,1,4A,19.444444444444443
8,1983,1,4A,19.444444444444443
9,1983,1,4A,9.444444444444445
10,1983,1,4A,8.333333333333334
5,1984,1,4A,7.777777777777779
6,1984,1,4A,13.61111111111111
7,1984,1,4A,16.666666666666664
8,1984,1,4A,21.38888888888889
9,1984,1,4A,10.277777777777779
10,1984,1,4A,6.388888888888889
5,1985,1,4A,5.277777777777778
6,1985,1,4A,10.555555555555555
7,1985,1,4A,17.77777777777778
9,1985,1,4A,18.055555555555557
10,1985,1,4A,5.555555555555555
8,1986,1,4A,19.72222222222222
5,1987,1,4A,8.333333333333334
8,1987,1,4A,15.277777777777779
9,1987,1,4A,4.444444444444445
5,1988,1,4A,5
6,1988,1,4A,11.666666666666666
7,1988,1,4A,20.555555555555557
8,1988,1,4A,16.38888888888889
9,1988,1,4A,12.777777777777779
10,1988,1,4A,3.3333333333333335
5,1989,1,4A,6.666666666666667
6,1989,1,4A,9.444444444444445
7,1989,1,4A,14.444444444444445
8,1989,1,4A,17.22222222222222
9,1989,1,4A,10
10,1989,1,4A,6.111111111111111
5,1990,1,4A,4.444444444444445
6,1990,1,4A,11.666666666666666
7,1990,1,4A,12.777777777777779
8,1990,1,4A,11.666666666666666
9,1990,1,4A,11.666666666666666
10,1990,1,4A,1.6666666666666667
8,1995,1,4A,12.222222222222221
8,2000,1,4A,16.11111111111111
8,2005,1,4A,15
8,2010,1,4A,16.666666666666668
6,1981,1,4C,12.222222222222221
8,1981,1,4C,13.88888888888889
9,1981,1,4C,8.88888888888889
11,1981,1,4C,2.7777777777777777
5,1982,1,4C,5
6,1982,1,4C,11.11111111111111
7,1982,1,4C,13.88888888888889
8,1982,1,4C,13.88888888888889
9,1982,1,4C,12.777777777777779
10,1982,1,4C,4.444444444444445
5,1983,1,4C,5
6,1983,1,4C,9.444444444444445
7,1983,1,4C,16.666666666666668
8,1983,1,4C,20
9,1983,1,4C,9.444444444444445
10,1983,1,4C,7.222222222222222
5,1984,1,4C,5.555555555555555
6,1984,1,4C,13.61111111111111
7,1984,1,4C,17.22222222222222
8,1984,1,4C,20
9,1984,1,4C,10.277777777777779
10,1984,1,4C,6.388888888888889
5,1985,1,4C,4.166666666666667
6,1985,1,4C,11.38888888888889
7,1985,1,4C,15.833333333333334
9,1985,1,4C,15.277777777777779
10,1985,1,4C,5.555555555555555
8,1986,1,4C,19.166666666666664
5,1987,1,4C,6.666666666666667
8,1987,1,4C,15.277777777777779
9,1987,1,4C,6.666666666666667
5,1988,1,4C,5
6,1988,1,4C,11.11111111111111
7,1988,1,4C,19.444444444444443
8,1988,1,4C,15.833333333333332
9,1988,1,4C,12.777777777777779
10,1988,1,4C,2.7777777777777777
5,1989,1,4C,6.111111111111111
6,1989,1,4C,8.333333333333334
7,1989,1,4C,14.444444444444445
8,1989,1,4C,16.666666666666668
9,1989,1,4C,10.555555555555555
10,1989,1,4C,6.111111111111111
5,1990,1,4C,2.7777777777777777
6,1990,1,4C,10.555555555555555
7,1990,1,4C,12.222222222222221
8,1990,1,4C,11.666666666666666
9,1990,1,4C,11.666666666666666
10,1990,1,4C,1.1111111111111112
8,1995,1,4C,12.222222222222221
8,2000,1,4C,16.11111111111111
8,2005,1,4C,15
8,2010,1,4C,15
6,1981,1,4E,11.666666666666666
8,1981,1,4E,14.444444444444445
9,1981,1,4E,8.88888888888889
11,1981,1,4E,3.3333333333333335
5,1982,1,4E,2.7777777777777777
6,1982,1,4E,13.88888888888889
7,1982,1,4E,13.333333333333334
8,1982,1,4E,13.88888888888889
9,1982,1,4E,13.333333333333334
10,1982,1,4E,4.444444444444445
5,1983,1,4E,5
6,1983,1,4E,10
7,1983,1,4E,17.22222222222222
8,1983,1,4E,18.88888888888889
9,1983,1,4E,10
10,1983,1,4E,7.222222222222222
5,1984,1,4E,6.388888888888889
6,1984,1,4E,12.777777777777779
7,1984,1,4E,16.666666666666668
8,1984,1,4E,18.88888888888889
9,1984,1,4E,10.277777777777779
10,1984,1,4E,6.666666666666666
5,1985,1,4E,3.0555555555555554
6,1985,1,4E,10.555555555555555
7,1985,1,4E,16.11111111111111
9,1985,1,4E,15.833333333333334
10,1985,1,4E,5.555555555555555
8,1986,1,4E,18.055555555555557
5,1987,1,4E,6.111111111111111
8,1987,1,4E,15
9,1987,1,4E,3.888888888888889
5,1988,1,4E,4.444444444444445
6,1988,1,4E,11.666666666666666
7,1988,1,4E,22.77777777777778
8,1988,1,4E,15.277777777777779
9,1988,1,4E,12.222222222222221
10,1988,1,4E,2.2222222222222223
5,1989,1,4E,6.111111111111111
6,1989,1,4E,8.88888888888889
7,1989,1,4E,14.444444444444445
8,1989,1,4E,16.666666666666668
9,1989,1,4E,10
10,1989,1,4E,6.666666666666667
5,1990,1,4E,3.888888888888889
6,1990,1,4E,9.444444444444445
7,1990,1,4E,12.222222222222221
8,1990,1,4E,11.11111111111111
9,1990,1,4E,11.666666666666666
10,1990,1,4E,2.7777777777777777
8,1995,1,4E,12.777777777777779
8,2000,1,4E,16.11111111111111
8,2005,1,4E,13.88888888888889
8,2010,1,4E,16.666666666666668
6,1981,1,4G,10.555555555555555
8,1981,1,4G,14.444444444444445
9,1981,1,4G,8.88888888888889
11,1981,1,4G,3.888888888888889
5,1982,1,4G,3.888888888888889
6,1982,1,4G,11.666666666666666
7,1982,1,4G,12.777777777777779
8,1982,1,4G,13.88888888888889
9,1982,1,4G,13.333333333333334
10,1982,1,4G,4.444444444444445
5,1983,1,4G,3.888888888888889
6,1983,1,4G,11.11111111111111
7,1983,1,4G,16.666666666666668
8,1983,1,4G,18.333333333333332
9,1983,1,4G,10
10,1983,1,4G,6.111111111111111
5,1984,1,4G,6.111111111111111
6,1984,1,4G,12.777777777777779
7,1984,1,4G,15.277777777777779
8,1984,1,4G,19.444444444444443
9,1984,1,4G,10.277777777777779
10,1984,1,4G,6.666666666666666
5,1985,1,4G,2.5
6,1985,1,4G,10.833333333333332
7,1985,1,4G,15.833333333333332
9,1985,1,4G,15.833333333333334
10,1985,1,4G,5.555555555555555
8,1986,1,4G,17.22222222222222
5,1987,1,4G,6.111111111111111
8,1987,1,4G,15.277777777777779
9,1987,1,4G,6.111111111111111
5,1988,1,4G,3.888888888888889
6,1988,1,4G,11.666666666666666
7,1988,1,4G,18.88888888888889
8,1988,1,4G,15.277777777777779
9,1988,1,4G,12.222222222222221
10,1988,1,4G,2.2222222222222223
5,1989,1,4G,6.111111111111111
6,1989,1,4G,7.222222222222222
7,1989,1,4G,14.444444444444445
8,1989,1,4G,17.22222222222222
9,1989,1,4G,10.555555555555555
10,1989,1,4G,6.111111111111111
5,1990,1,4G,3.3333333333333335
6,1990,1,4G,10.555555555555555
7,1990,1,4G,12.222222222222221
8,1990,1,4G,11.666666666666666
9,1990,1,4G,11.666666666666666
10,1990,1,4G,2.2222222222222223
8,1995,1,4G,12.222222222222221
8,2000,1,4G,16.11111111111111
8,2005,1,4G,14.444444444444445
8,2010,1,4G,16.11111111111111
6,1981,1,4I,10.555555555555555
8,1981,1,4I,14.444444444444445
9,1981,1,4I,8.88888888888889
11,1981,1,4I,3.888888888888889
5,1982,1,4I,4.444444444444445
6,1982,1,4I,10.555555555555555
7,1982,1,4I,13.333333333333334
8,1982,1,4I,14.444444444444445
9,1982,1,4I,13.333333333333334
10,1982,1,4I,5
5,1983,1,4I,3.888888888888889
6,1983,1,4I,11.11111111111111
7,1983,1,4I,15.555555555555555
8,1983,1,4I,17.22222222222222
9,1983,1,4I,9.444444444444445
10,1983,1,4I,7.222222222222222
5,1984,1,4I,6.111111111111111
6,1984,1,4I,12.222222222222221
7,1984,1,4I,15.277777777777779
8,1984,1,4I,19.166666666666664
9,1984,1,4I,10.555555555555555
10,1984,1,4I,6.666666666666666
5,1985,1,4I,2.5
6,1985,1,4I,10.277777777777779
7,1985,1,4I,16.38888888888889
9,1985,1,4I,16.38888888888889
10,1985,1,4I,5.555555555555555
8,1986,1,4I,18.055555555555557
5,1987,1,4I,6.666666666666667
8,1987,1,4I,15.555555555555555
9,1987,1,4I,5
5,1988,1,4I,3.888888888888889
6,1988,1,4I,11.666666666666666
7,1988,1,4I,18.88888888888889
8,1988,1,4I,15.555555555555557
9,1988,1,4I,12.222222222222221
10,1988,1,4I,2.7777777777777777
5,1989,1,4I,7.222222222222222
6,1989,1,4I,7.222222222222222
7,1989,1,4I,13.88888888888889
8,1989,1,4I,17.22222222222222
9,1989,1,4I,11.11111111111111
10,1989,1,4I,6.111111111111111
5,1990,1,4I,3.888888888888889
6,1990,1,4I,10
7,1990,1,4I,12.222222222222221
8,1990,1,4I,11.666666666666666
9,1990,1,4I,11.666666666666666
10,1990,1,4I,2.7777777777777777
8,1995,1,4I,12.777777777777779
8,2000,1,4I,16.666666666666668
8,2005,1,4I,15
8,2010,1,4I,16.666666666666668
6,1981,1,6A,11.11111111111111
8,1981,1,6A,14.444444444444445
9,1981,1,6A,9.444444444444445
11,1981,1,6A,3.888888888888889
5,1982,1,6A,5
6,1982,1,6A,10.555555555555555
7,1982,1,6A,13.333333333333334
8,1982,1,6A,13.88888888888889
9,1982,1,6A,13.333333333333334
10,1982,1,6A,5
5,1983,1,6A,3.888888888888889
6,1983,1,6A,11.666666666666666
7,1983,1,6A,15.555555555555555
8,1983,1,6A,17.22222222222222
9,1983,1,6A,10
10,1983,1,6A,6.111111111111111
5,1984,1,6A,6.666666666666667
6,1984,1,6A,11.666666666666666
7,1984,1,6A,16.666666666666668
8,1984,1,6A,17.77777777777778
