SYAL   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
VAMY   0.5   0.0   0.1	 1.0   1.0   2.0   0.1	 0.0   1.0   2.0   0.0	 0.5   1.0   1.0   0.5	 2.0   1.0   1.0   1.0	 1.0   0.0   2.0   0.1	 0.5   0.0
VAVI   3.0   0.0  20.0	30.0  15.0  20.0  20.0	15.0  10.0  10.0   3.0	 7.0  20.0  20.0   2.0	 5.0  15.0  20.0   3.0	 7.0   0.0   7.0   2.0	 1.0   0.5
ACMI   0.1   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
ANMU   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.1	 0.0   0.0   0.1   0.0	 0.0   0.0   0.0   0.0	 0.1   0.1

QUAD  0A    0C	  0E	0G    0I    2I	  2G	2E    2C    2A	  4A	4C    4E    4G	  4I	6I    6G    6E	  6C	6A    8A    8C	  8E	8G    8I    4a	  4c	4e    4g    4i
ANPA   0.0   0.0   0.0	 0.1   0.0   0.1   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
ANRA   0.0   0.0   0.0	 0.5   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
ARCA   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.1	 0.0   0.0
ASLA   0.5   0.0   0.1	 0.1   0.0   0.1   0.0	 0.5   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.1   0.0	 0.0   0.0   0.0   0.1	 0.0   0.0
CARO   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.1   0.0	 0.0   0.0
EPAN   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
ERGL   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.1	 0.0   0.0   0.0   0.1	 0.0   0.0   0.0   0.1	 0.0   0.0   0.0   0.0	 0.0   0.0
FRVI   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
GABO   0.5   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.1	 0.0   0.0   0.0   0.0	 0.0   0.0   0.1   0.0	 0.1   0.0   0.0   0.1	 0.0   0.1
GELI   0.0   0.0   0.0	 0.0   0.5   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
HIUM   0.0   0.0   0.5	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
LAOC   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
LIBO   0.0   0.0   0.0	 0.0   3.0   4.0   0.5	 0.0   0.0   5.0   0.0	 0.0   1.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
LIPH   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
MACA   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
ORSE   0.0   0.0   0.0	 0.0   0.0   0.5   0.1	 0.0   0.0   0.5   0.0	 0.0   1.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
PYCH   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.1	 0.0   0.5   0.0   1.0	 0.0   0.0   0.0   0.1	 0.0   0.1   0.0   0.0	 0.0   0.0
SOSP   0.0   0.0   0.0	 0.1   0.0   0.0   0.0	 0.0   0.0   0.0   0.1	 0.1   0.0   0.1   0.1	 0.0   0.0   0.0   0.0	 0.0   0.1   0.0   0.0	 0.0   0.0
VIAD   0.1   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.1	 0.0   0.0   0.0   0.0	 0.0   0.0   0.1   0.0	 0.0   0.0   0.0   0.0	 0.1   0.1
CXSI   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
CXRI   1.0   1.0   0.5	 2.0   0.5   1.0   2.0	 1.0   1.0   0.5   0.5	 0.0   3.0   0.5   1.0	 1.0   0.5   2.0   0.5	 1.0   1.0   1.0   2.0	 1.0   1.0

QUAD  0A    0C	  0E	0G    0I    2I	  2G	2E    2C    2A	  4A	4C    4E    4G	  4I	6I    6G    6E	  6C	6A    8A    8C	  8E	8G    8I    4a	  4c	4e    4g    4i
ELGL   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
ELIN   0.5   0.5   0.1	 0.1   0.5   0.5   0.0	 0.5   0.1   0.0   0.5	 0.5   1.0   0.5   0.1	 0.0   0.1   0.5   0.1	 0.0   0.5   0.1   0.1	 0.0   0.5
ORAS   0.0   0.0   0.0	 0.1   0.0   0.1   0.1	 0.0   0.0   0.0   0.0	 0.5   0.5   0.0   0.0	 1.0   0.0   0.0   0.0	 0.1   0.0   0.0   0.0	 0.0   0.0
ORPU   2.0   1.0   0.5	 0.5   0.5   1.0   1.0	 0.5   0.5   0.5   0.5	 1.0   1.0   3.0   2.0	 1.0   1.0   1.0   1.0	 2.0   1.0   1.0   0.5	 1.0   1.0
SCPU   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.5   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
EQVA   0.5   0.5   0.5	 0.5   0.0   0.5   0.1	 1.0   0.5   0.5   0.5	 0.5   1.0   0.5   0.0	 0.5   0.1   0.5   0.1	 0.5   0.5   0.5   0.5	 0.0   0.1
LYCO   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   3.0   5.0   0.0	 3.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
GEAM   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
ROWO   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
MELI   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
AGSC   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
ARLY   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
VIRE   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
AGSU   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0   0.0   0.0	 0.0   0.0
temp




