stand,quad,tree_tag,species_code,tree_code_1983,DBH_1983_cm,stem_height_1983_m,age_1983
ML,1C,96,PIBA,L,12.7,NA,NA
ML,1C,95,PIBA,L,12.4,NA,NA
ML,1C,100,PIBA,L,6.6,NA,NA
ML,1C,102,PIBA,L,3,NA,NA
ML,1C,103,PIBA,L,9.1,NA,NA
ML,1C,104,PIBA,L,8.1,NA,NA
ML,1C,105,PIBA,L,7.4,NA,NA
ML,1C,106,PIBA,L,7.6,NA,NA
ML,1C,109,PIBA,L,9.4,NA,NA
ML,1C,108,PIBA,L,5.6,NA,NA
ML,1C,107,PIBA,L,5.8,NA,NA
ML,1B,110,PIBA,L,5.8,8,35
ML,1B,111,PIBA,L,7.9,NA,NA
ML,1B,112,PIBA,L,7.6,NA,NA
ML,1B,113,PIBA,L,12.4,NA,NA
ML,1B,118,PIBA,L,12.7,NA,NA
ML,1B,114,PIBA,L,7.4,NA,NA
ML,1B,115,PIBA,L,7.4,NA,NA
ML,1B,116,PIBA,L,9.1,NA,NA
ML,1B,117,PIBA,L,10.4,NA,NA
ML,1B,119,PIBA,L,5.8,8,36
ML,1B,121,PIBA,L,5.1,NA,NA
ML,1B,122,PIBA,L,5.1,NA,NA
ML,1A,123,PIBA,L,14,10.8,36
ML,1A,124,PIBA,L,7.4,NA,NA
ML,1A,125,PIBA,L,7.4,9,31
ML,2A,423,PIBA,L,7.1,NA,NA
ML,2A,408,PIBA,L,9.9,NA,NA
ML,2A,409,PIBA,L,12.4,NA,NA
ML,2B,410,PIBA,L,8.9,NA,NA
ML,2B,411,PIBA,L,10.4,NA,NA
ML,2B,413,PIBA,L,14,NA,NA
ML,2B,412,PIBA,L,8.9,NA,NA
ML,2B,414,PIBA,L,8.6,NA,NA
ML,2B,415,PIBA,L,8.9,NA,NA
ML,2B,416,PIBA,L,10.4,NA,NA
ML,2C,101,PIBA,L,4.3,NA,NA
ML,2C,417,PIBA,L,4.1,NA,NA
ML,2C,418,PIBA,L,8.6,NA,NA
ML,2C,420,PIBA,L,10.7,NA,NA
ML,2C,419,PIBA,L,8.9,NA,NA
ML,2C,428,PIBA,L,10.7,NA,NA
ML,2C,421,PIBA,L,12.2,11.4,38
ML,2C,422,PIBA,L,11.2,NA,NA
ML,2C,120,PIBA,L,6.3,NA,NA
ML,2D,424,PIBA,L,11.4,NA,NA
ML,2D,425,PIBA,L,11.4,NA,NA
ML,2D,426,PIBA,D,7.4,NA,NA
ML,2D,427,PIBA,L,8.9,NA,NA
ML,2D,429,PIBA,L,7.4,NA,NA
ML,2D,432,PIBA,L,7.4,NA,NA
ML,2D,431,PIBA,L,8.9,NA,NA
ML,2E,434,PIBA,L,6.6,NA,NA
ML,2E,433,PIBA,L,14,NA,NA
ML,2E,435,PIBA,D,11.4,NA,NA
ML,2E,436,PIBA,L,6.6,NA,NA
ML,2E,437,PIBA,L,7.4,NA,NA
ML,2F,439,PIBA,L,6.1,NA,NA
ML,2F,440,PIBA,L,8.6,NA,NA
ML,2F,441,PIBA,L,10.2,NA,NA
ML,2F,442,PIBA,L,12.4,NA,NA
ML,2F,443,PIBA,L,11.7,NA,NA
ML,2F,444,PIBA,L,15.2,NA,NA
ML,2G,447,PIBA,L,7.6,NA,NA
ML,2G,445,PIBA,L,16,NA,NA
ML,2G,446,PIBA,L,11.7,NA,NA
ML,2G,448,PIBA,L,12.4,NA,NA
ML,2G,449,PIBA,L,12.2,NA,NA
ML,2G,451,PIBA,L,14.5,NA,NA
ML,2G,452,PIBA,L,7.1,NA,NA
ML,2G,453,PIBA,L,13,NA,NA
ML,2H,454,PIBA,L,10.9,NA,NA
ML,2H,455,PIBA,L,13.5,NA,NA
ML,2H,456,PIBA,L,15.5,NA,NA
ML,2H,457,PIBA,L,11.2,NA,NA
ML,2H,458,PIBA,L,9.9,NA,NA
ML,2H,459,PIBA,L,20.3,NA,NA
ML,2I,450,PIBA,L,11.7,NA,NA
ML,2I,460,PIBA,L,12.4,NA,NA
ML,2J,461,PIBA,L,15,NA,NA
ML,2J,462,PIBA,L,13.2,NA,NA
ML,2J,463,PIBA,L,13,NA,NA
ML,3J,464,PIBA,L,9.1,7.6,33
ML,3J,466,PIBA,L,15,NA,NA
ML,3J,465,PIBA,L,7.4,NA,NA
ML,3J,467,PIBA,L,8.4,NA,NA
ML,3J,468,PIBA,L,10.9,NA,NA
ML,3J,469,PIBA,L,14.7,NA,NA
ML,3I,471,PIBA,L,10.2,NA,NA
ML,3I,470,PIBA,L,9.4,NA,NA
ML,3G,474,PIBA,L,19.6,NA,NA
ML,3G,473,PIBA,L,16,NA,NA
ML,3E,475,PIBA,L,15.5,NA,NA
ML,3E,476,PIBA,L,10.7,NA,NA
ML,3E,477,PIBA,L,15.2,NA,NA
ML,3E,478,PIBA,L,7.6,NA,NA
ML,3D,476,PIBA,L,16.5,NA,NA
ML,3C,482,PIBA,D,7.9,NA,NA
ML,3C,481,PIBA,L,14.7,NA,NA
ML,3C,480,PIBA,L,15,NA,NA
ML,3B,483,PIBA,L,12.7,NA,NA
ML,3B,484,PIBA,L,12.2,NA,NA
ML,3B,485,PIBA,L,7.4,NA,NA
ML,3A,486,PIBA,L,12.7,NA,NA
ML,3A,487,PIBA,L,8.6,NA,NA
ML,3A,488,PIBA,L,4.8,NA,NA
ML,3A,489,PIBA,L,12.7,11.3,37
ML,3A,490,PIBA,L,12.7,NA,NA
ML,3A,491,PIBA,L,10.2,NA,NA
ML,3A,493,PIBA,D,7.6,NA,NA
ML,3A,494,PIBA,L,12.4,NA,NA
ML,4A,495,PIBA,L,8.1,NA,NA
ML,4A,492,PIBA,L,9.7,NA,NA
ML,4B,497,PIBA,L,15.7,NA,NA
ML,4B,496,PIBA,L,13.2,NA,NA
ML,4B,499,PIBA,L,11.4,NA,NA
ML,4B,498,PIBA,L,15.2,NA,NA
ML,4B,500,PIBA,L,14.5,NA,NA
ML,4B,501,PIBA,L,8.9,NA,NA
ML,4C,502,PIBA,L,13.7,NA,NA
ML,4D,503,PIBA,L,10.4,NA,NA
ML,4D,504,PIBA,L,14.7,NA,NA
ML,4E,505,PIBA,L,19.3,NA,NA
ML,4E,506,PIBA,L,13.2,NA,NA
ML,4E,507,PIBA,L,12.7,NA,NA
ML,4E,508,PIBA,L,6.1,NA,NA
ML,4E,510,PIBA,L,15.5,NA,NA
ML,4F,511,PIBA,L,11.7,NA,NA
ML,4H,512,PIBA,L,17,NA,NA
ML,4I,513,PIBA,L,19.3,NA,NA
ML,4I,514,PIBA,L,17.5,NA,NA
ML,4J,512,PIBA,L,14,NA,NA
ML,4J,516,PIBA,L,12.7,10.7,37
ML,5H,517,PIBA,L,19.6,NA,NA
ML,5G,518,PIBA,L,16.5,NA,NA
ML,5F,519,PIBA,L,20.3,NA,NA
ML,5E,520,PIBA,L,19.8,NA,NA
ML,5D,521,PIBA,L,9.9,NA,NA
ML,5D,522,PIBA,L,7.4,NA,NA
ML,5D,523,PIBA,L,14,NA,NA
ML,5C,524,PIBA,L,12.2,NA,NA
ML,5C,525,PIBA,L,14.5,NA,NA
ML,5C,526,PIBA,L,12.4,NA,NA
ML,5A,527,PIBA,L,15.2,10.3,36
ML,5A,528,PIBA,L,14,NA,NA
ML,6A,529,PIBA,L,21.6,12.5,37
ML,6C,530,PIBA,L,19.8,NA,NA
ML,6C,531,PIBA,L,16.8,NA,NA
ML,6C,533,PIBA,L,8.1,NA,NA
ML,6C,532,PIBA,L,17,NA,NA
ML,6E,534,PIBA,L,13.5,NA,NA
ML,6I,535,PIBA,L,16.8,NA,NA
ML,6J,536,PIBA,L,12.7,NA,NA
ML,6J,539,PIBA,L,18.5,NA,NA
ML,6J,537,PIBA,L,15.2,NA,NA
ML,7J,540,PIBA,L,13.5,NA,NA
ML,7J,577,PIBA,L,7.1,NA,NA
ML,7I,509,PIBA,D,13.7,NA,NA
ML,7F,541,PIBA,L,17,9.6,32
ML,7D,542,PIBA,L,18.8,NA,NA
ML,7C,543,PIBA,L,14.2,NA,NA
ML,7C,544,PIBA,L,13.7,10.2,37
ML,7B,545,PIBA,L,17.3,NA,NA
ML,7A,546,PIBA,L,18.3,NA,NA
ML,8A,547,PIBA,L,13,NA,NA
ML,8B,548,PIBA,L,10.4,NA,NA
ML,8B,549,PIBA,L,13.5,NA,NA
ML,8B,550,PIBA,L,13,NA,NA
ML,8B,551,PIBA,L,18,NA,NA
ML,8B,552,PIBA,L,7.6,NA,NA
ML,8C,553,PIBA,L,13.7,NA,NA
ML,8E,554,PIBA,L,20.3,NA,NA
ML,8F,555,PIBA,L,23.9,NA,NA
ML,8G,556,PIBA,L,19.8,NA,NA
ML,8H,557,PIBA,L,17,NA,NA
ML,8I,558,PIBA,L,14.2,NA,NA
ML,8I,559,PIBA,L,14.5,NA,NA
ML,8J,560,PIBA,L,14,NA,NA
ML,9J,561,PIBA,L,14.5,NA,NA
ML,9J,562,POTR,L,7.1,NA,NA
ML,9I,564,POTR,L,4.3,NA,NA
ML,9H,565,PIBA,L,16.5,NA,NA
ML,9G,566,PIBA,L,21.6,NA,NA
ML,9G,567,PIBA,L,9.7,NA,NA
ML,9F,568,PIBA,L,14.2,NA,NA
ML,9D,569,PIBA,L,21.3,NA,NA
ML,9B,570,PIBA,L,14.2,NA,NA
ML,9B,571,PIBA,L,12.2,NA,NA
ML,9A,572,PIBA,L,14,NA,NA
ML,9A,578,PIBA,L,8.9,NA,NA
ML,9A,573,PIBA,L,14,NA,NA
ML,9A,574,PIBA,L,8.9,NA,NA
ML,9A,584,PIBA,L,10.7,NA,NA
ML,9A,583,PIBA,L,11.4,NA,NA
ML,9A,582,PIBA,L,4.1,NA,NA
ML,9A,581,PIBA,L,6.3,NA,NA
ML,9A,580,PIBA,L,13.2,NA,NA
ML,9A,579,PIBA,L,7.6,NA,NA
ML,9A,576,PIBA,L,9.4,NA,NA
OI,0A,1433,PIBA,L,14,NA,NA
OI,0A,1434,PIBA,L,7.1,NA,NA
OI,0A,1432,PIBA,L,9.9,NA,NA
OI,0B,1431,PIBA,L,13.2,NA,NA
OI,0B,1430,PIBA,L,4.1,NA,NA
OI,0B,1429,PIBA,L,6.3,NA,NA
OI,0B,1428,PIBA,L,4.1,NA,NA
OI,0C,1427,PIBA,L,10.2,NA,NA
OI,0C,1425,PIBA,L,5.8,NA,NA
OI,0C,1426,PIBA,L,13.7,NA,NA
OI,0C,1424,PIBA,L,5.8,NA,NA
OI,0D,1423,PIBA,L,12.4,NA,NA
OI,0E,1418,PIBA,L,10.2,NA,NA
OI,0E,1419,PIBA,L,7.4,8.4,33
OI,0E,1422,PIBA,L,3,NA,NA
OI,0E,1420,PIBA,L,9.7,NA,NA
OI,0E,1421,PIBA,L,7.4,NA,NA
OI,0F,1415,PIBA,L,9.4,NA,NA
OI,0F,1416,PIBA,L,10.2,NA,NA
OI,0F,1414,PIBA,L,11.2,NA,NA
OI,0F,1417,PIBA,L,11.7,NA,NA
OI,0F,1413,PIBA,L,13.2,NA,NA
OI,0H,1410,PIBA,L,9.4,NA,NA
OI,0H,1409,PIBA,L,14.2,NA,NA
OI,0H,1411,PIBA,L,9.1,NA,NA
OI,0H,1412,PIBA,L,9.4,NA,NA
OI,0I,1407,PIBA,L,3,NA,NA
OI,0I,1408,PIBA,L,7.6,NA,NA
OI,0J,1406,PIBA,L,11.7,NA,NA
OI,0J,1405,PIBA,L,7.6,NA,NA
OI,1J,1438,PIBA,L,5.8,NA,NA
OI,1J,1439,PIBA,L,11.7,NA,NA
OI,1J,1440,PIBA,L,5.3,NA,NA
OI,1I,1441,PIBA,L,6.3,NA,NA
OI,1I,1442,PIBA,L,10.2,NA,NA
OI,1I,1444,PIBA,L,14.5,NA,NA
OI,1I,1443,PIBA,L,11.4,NA,NA
OI,1H,1445,PIBA,L,9.1,8.6,34
OI,1H,1446,PIBA,L,6.6,NA,NA
OI,1H,1447,PIBA,L,10.9,NA,NA
OI,1G,1448,PIBA,L,8.9,NA,NA
OI,1G,1449,PIBA,L,9.7,NA,NA
OI,1F,1450,PIBA,L,12.7,NA,NA
OI,1F,1451,PIBA,L,8.6,NA,NA
OI,1F,1452,PIBA,L,8.9,NA,NA
OI,1E,1453,PIBA,L,7.1,NA,NA
OI,1E,1454,PIBA,L,7.9,NA,NA
OI,1E,2782,PIBA,L,5.8,NA,NA
OI,1D,1455,PIBA,L,12.2,NA,NA
OI,1D,1456,PIBA,L,12.4,NA,NA
OI,1D,1457,PIBA,L,13.5,NA,NA
OI,1C,1458,PIBA,L,14.2,NA,NA
OI,1C,1459,PIBA,L,9.9,NA,NA
OI,1B,1460,PIBA,L,3.3,NA,NA
OI,1B,1461,PIBA,L,12.4,NA,NA
OI,1A,1436,PIBA,L,6.6,NA,NA
OI,1A,1437,PIBA,L,10.7,NA,NA
OI,1A,1435,PIBA,L,5.3,NA,NA
OI,2A,1462,PIBA,L,5.3,NA,NA
OI,2A,1463,PIBA,L,8.1,NA,NA
OI,2A,1464,PIBA,L,4.3,NA,NA
OI,2A,1465,PIBA,L,8.9,NA,NA
OI,2A,1466,PIBA,L,6.3,NA,NA
OI,2A,1468,PIBA,L,4.3,9.4,29
OI,2A,1467,PIBA,L,9.7,NA,NA
OI,2B,1473,PIBA,D,9.1,NA,NA
OI,2B,1472,PIBA,L,13.7,NA,NA
OI,2B,1469,PIBA,L,4.3,6.5,28
OI,2B,1474,PIBA,L,10.2,NA,NA
OI,2B,1470,PIBA,L,10.4,NA,NA
OI,2B,1471,PIBA,D,3,NA,NA
OI,2C,1475,PIBA,L,10.7,NA,NA
OI,2C,1476,PIBA,L,11.4,NA,NA
OI,2D,1477,PIBA,L,4.1,NA,NA
OI,2D,1478,PIBA,L,13.2,NA,NA
OI,2D,1479,PIBA,L,9.9,9.4,34
OI,2D,1480,PIBA,L,10.7,NA,NA
OI,2D,1481,PIBA,L,9.7,NA,NA
OI,2E,1483,PIBA,L,13.7,NA,NA
OI,2E,1482,PIBA,D,9.4,NA,NA
OI,2E,1484,PIBA,L,7.9,NA,NA
OI,2E,1485,PIBA,L,8.6,NA,NA
OI,2E,1486,PIBA,D,8.6,NA,NA
OI,2E,1487,PIBA,L,14,NA,NA
OI,2G,1488,PIBA,L,11.4,NA,NA
OI,2G,1489,PIBA,L,6.1,NA,NA
OI,2G,1490,PIBA,L,11.9,NA,NA
OI,2H,1491,PIBA,L,14.5,10.8,33
OI,2I,1492,PIBA,D,4.8,NA,NA
OI,2I,1493,PIBA,L,14.5,NA,NA
OI,2I,1494,PIBA,L,11.2,NA,NA
OI,2J,1496,PIBA,D,10.7,NA,NA
OI,2J,1495,PIBA,L,10.7,NA,NA
OI,3J,1497,PIBA,L,6.6,NA,NA
OI,3J,1498,PIBA,L,11.7,NA,NA
OI,3J,1499,PIBA,L,11.2,NA,NA
OI,3I,1500,PIBA,L,8.6,NA,NA
OI,3H,1501,PIBA,L,14.5,NA,NA
OI,3H,1502,PIBA,L,7.1,NA,NA
OI,3F,1503,PIBA,L,9.1,NA,NA
OI,3F,1504,PIBA,D,6.3,NA,NA
OI,3F,1505,PIBA,L,8.9,9.1,36
OI,3E,1507,PIBA,D,10.7,NA,NA
OI,3E,1506,PIBA,D,9.7,NA,NA
OI,3E,1508,PIBA,D,10.7,NA,NA
OI,3E,1509,PIBA,D,11.4,NA,NA
OI,3E,1510,PIBA,D,5.3,10.4,32
OI,3D,1511,PIBA,L,10.7,NA,NA
OI,3D,1512,PIBA,L,10.9,10.5,34
OI,3D,1513,PIBA,L,13,NA,NA
OI,3C,1514,PIBA,L,13.7,NA,NA
OI,3C,1516,PIBA,L,14.2,NA,NA
OI,3C,1517,PIBA,L,10.4,NA,NA
OI,3C,1515,PIBA,L,9.4,NA,NA
OI,3C,1518,PIBA,L,9.4,NA,NA
OI,3B,1521,PIBA,L,9.7,NA,NA
OI,3B,1520,PIBA,L,9.7,NA,NA
OI,3B,1519,PIBA,L,8.4,NA,NA
OI,3B,1522,PIBA,L,11.2,NA,NA
OI,3B,1523,PIBA,L,14,NA,NA
OI,3A,1524,PIBA,L,13,NA,NA
OI,4A,1525,PIBA,L,12.2,NA,NA
OI,4A,1526,PIBA,L,10.2,NA,NA
OI,4A,1527,PIBA,L,11.4,NA,NA
OI,4B,1528,PIBA,L,9.9,NA,NA
OI,4B,1529,PIBA,L,3.8,NA,NA
OI,4B,1530,PIBA,L,12.7,11.5,38
OI,4B,1532,PIBA,L,14.5,NA,NA
OI,4B,1531,PIBA,L,9.7,NA,NA
OI,4B,1533,PIBA,L,3.6,NA,NA
OI,4B,1534,PIBA,L,12.7,NA,NA
OI,4C,1535,PIBA,L,8.9,NA,NA
OI,4C,1536,PIBA,L,9.1,NA,NA
OI,4C,1537,PIBA,L,5.1,NA,NA
OI,4C,1538,PIBA,L,10.4,NA,NA
OI,4D,1539,PIBA,L,12.2,NA,NA
OI,4D,1540,PIBA,L,15.5,NA,NA
OI,4D,1541,PIBA,L,11.4,NA,NA
OI,4E,1544,PIBA,L,11.7,NA,NA
OI,4E,1543,PIBA,L,8.9,NA,NA
OI,4E,1542,PIBA,L,12.4,NA,NA
OI,4E,1545,PIBA,L,14,NA,NA
OI,4E,1546,PIBA,L,8.4,NA,NA
OI,4F,1547,PIBA,L,10.2,NA,NA
OI,4F,1549,PIBA,D,12.7,10.8,34
OI,4F,1550,PIBA,D,12.4,NA,NA
OI,4F,1548,PIBA,L,9.9,NA,NA
OI,4G,1551,PIBA,L,15,11,37
OI,4G,1552,PIBA,D,13,NA,NA
OI,4H,1553,PIBA,D,9.4,NA,NA
OI,4H,1554,PIBA,D,9.7,NA,NA
OI,4I,1556,PIBA,D,13.2,10.8,32
OI,4I,1555,PIBA,L,16.3,NA,NA
OI,4I,1557,PIBA,D,13.2,NA,NA
OI,4J,1558,PIBA,L,6.6,NA,NA
OI,4J,1562,PIBA,L,11.2,NA,NA
OI,4J,1561,PIBA,L,14,NA,NA
OI,4J,1559,PIBA,L,11.4,NA,NA
OI,4J,1560,PIBA,L,13,NA,NA
OI,4J,1563,PIBA,L,13.2,NA,NA
OI,5J,2610,PIBA,L,10.4,NA,NA
OI,5J,1564,PIBA,L,5.3,NA,NA
OI,5J,2611,PIBA,L,5.3,NA,NA
OI,5J,2612,PIBA,L,10.9,NA,NA
OI,5J,2613,PIBA,D,10.9,NA,NA
OI,5J,2614,PIBA,D,13,NA,NA
OI,5J,2617,PIBA,D,8.1,NA,NA
OI,5J,2615,PIBA,D,3.8,NA,NA
OI,5J,2616,PIBA,D,8.1,NA,NA
OI,5I,2618,PIBA,D,13.5,NA,NA
OI,5H,2620,PIBA,D,16.5,NA,NA
OI,5G,2621,PIBA,D,12.2,NA,NA
OI,5G,2622,PIBA,D,8.6,NA,NA
OI,5G,2623,PIBA,D,11.4,NA,NA
OI,5F,2624,PIBA,L,13.5,NA,NA
OI,5F,2625,PIBA,L,13.5,NA,NA
OI,5F,2626,PIBA,L,12.4,NA,NA
OI,5F,2627,PIBA,L,7.6,NA,NA
OI,5F,2628,PIBA,L,10.9,NA,NA
OI,5E,2629,PIBA,L,12.7,NA,NA
OI,5E,2630,PIBA,D,10.9,NA,NA
OI,5E,2631,PIBA,L,9.9,NA,NA
OI,5E,2633,PIBA,D,12.4,NA,NA
OI,5E,2632,PIBA,L,10.4,NA,NA
OI,5D,2634,PIBA,L,7.6,NA,NA
OI,5C,2635,PIBA,L,5.1,NA,NA
OI,5C,2636,PIBA,L,9.9,NA,NA
OI,5B,2637,PIBA,L,12.4,10.6,36
OI,5B,2638,PIBA,L,11.4,NA,NA
OI,5B,2607,PIBA,L,9.1,NA,NA
OI,5B,2606,PIBA,L,5.1,NA,NA
OI,5B,2639,PIBA,L,9.7,NA,NA
OI,5A,2641,PIBA,L,3,NA,NA
OI,5A,2640,PIBA,L,6.9,NA,NA
OI,5A,2609,PIBA,L,11.4,NA,NA
OI,5A,2608,PIBA,L,10.9,NA,NA
OI,5A,2645,PIBA,L,9.4,NA,NA
OI,5A,2644,PIBA,L,7.9,NA,NA
OI,5A,2643,PIBA,L,10.4,NA,NA
OI,5A,2642,PIBA,L,5.8,NA,NA
OI,6A,2647,PIBA,L,12.7,NA,NA
OI,6A,2648,PIBA,L,10.2,NA,NA
OI,6A,2646,PIBA,L,7.1,NA,NA
OI,6B,2649,PIBA,L,11.2,NA,NA
OI,6B,2650,PIBA,L,6.3,7.9,37
OI,6B,2651,PIBA,L,6.3,NA,NA
OI,6C,2652,PIBA,D,11.9,NA,NA
OI,6C,2653,PIBA,D,8.4,NA,NA
OI,6C,2654,PIBA,D,10.4,NA,NA
OI,6C,2655,PIBA,D,9.1,NA,NA
OI,6C,2656,PIBA,L,15.5,NA,NA
OI,6C,2657,PIBA,D,12.2,NA,NA
OI,6D,2658,PIBA,L,7.9,NA,NA
OI,6D,2659,PIBA,L,11.9,11,31
OI,6D,2660,PIBA,L,6.3,NA,NA
OI,6E,2661,PIBA,L,10.9,NA,NA
OI,6E,2662,PIBA,L,14.5,NA,NA
OI,6F,2663,PIBA,L,5.6,NA,NA
OI,6G,2664,PIBA,D,17,NA,NA
OI,6G,2665,PIBA,L,9.7,NA,NA
OI,6H,2666,PIBA,D,16.8,NA,NA
OI,6H,2667,PIBA,D,15.2,NA,NA
OI,6I,2668,PIBA,D,11.4,NA,NA
OI,6I,2672,PIBA,D,11.2,NA,NA
OI,6I,2669,PIBA,D,10.7,NA,NA
OI,6I,2670,PIBA,D,7.6,NA,NA
OI,6I,2671,PIBA,D,14,NA,NA
OI,6I,2673,PIBA,D,13,NA,NA
OI,7J,2674,PIBA,L,14.5,NA,NA
OI,7J,2675,PIBA,D,15,NA,NA
OI,7I,2676,PIBA,D,15,NA,NA
OI,7H,2677,PIBA,D,16,NA,NA
OI,7H,2678,PIBA,D,19,NA,NA
OI,7G,2679,PIBA,D,15.5,NA,NA
OI,7G,2680,PIBA,L,9.7,NA,NA
OI,7G,2681,PIBA,L,15.2,NA,NA
OI,7G,2682,PIBA,L,9.9,NA,NA
OI,7G,2683,PIBA,L,10.9,NA,NA
OI,7F,2684,PIBA,L,5.6,6.8,27
OI,7F,2685,PIBA,L,10.4,NA,NA
OI,7F,2686,PIBA,L,15.5,NA,NA
OI,7F,2687,PIBA,L,11.4,10.6,29
OI,7F,2688,PIBA,L,5.8,NA,NA
OI,7E,2689,PIBA,L,15,NA,NA
OI,7E,2690,PIBA,L,7.6,NA,NA
OI,7D,2691,PIBA,L,12.4,NA,NA
OI,7D,2693,PIBA,L,9.9,NA,NA
OI,7D,2692,PIBA,L,13,NA,NA
OI,7C,2694,PIBA,D,15,NA,NA
OI,7C,2695,PIBA,D,10.4,NA,NA
OI,7B,2696,PIBA,L,11.7,NA,NA
OI,7B,3339,PIBA,L,3.6,NA,NA
OI,7B,2697,PIBA,D,9.4,NA,NA
OI,7A,2698,PIBA,L,14.5,NA,NA
OI,7A,2699,PIBA,L,5.8,NA,NA
OI,8A,2700,PIBA,L,5.6,NA,NA
OI,8A,2702,PIBA,L,11.9,NA,NA
