quad,month,year,stand,temp_C
2I,8,1981,1,13.88888888888889
2G,8,1981,1,13.88888888888889
2E,8,1981,1,14.444444444444445
2C,8,1981,1,14.444444444444445
2A,8,1981,1,13.88888888888889
4A,8,1981,1,15
4C,8,1981,1,13.88888888888889
4E,8,1981,1,14.444444444444445
4G,8,1981,1,14.444444444444445
4I,8,1981,1,14.444444444444445
6I,8,1981,1,14.444444444444445
6G,8,1981,1,14.444444444444445
6E,8,1981,1,14.444444444444445
6C,8,1981,1,14.444444444444445
6A,8,1981,1,14.444444444444445
8A,8,1981,1,15
8C,8,1981,1,14.444444444444445
8E,8,1981,1,14.444444444444445
8G,8,1981,1,14.444444444444445
8I,8,1981,1,14.444444444444445
0A,6,1981,1,10.555555555555555
0C,6,1981,1,10
0E,6,1981,1,10
0G,6,1981,1,10.555555555555555
0I,6,1981,1,8.333333333333334
2I,6,1981,1,9.444444444444445
2G,6,1981,1,10.555555555555555
2E,6,1981,1,11.11111111111111
2C,6,1981,1,12.222222222222221
2A,6,1981,1,10.555555555555555
4A,6,1981,1,12.222222222222221
4C,6,1981,1,12.222222222222221
4E,6,1981,1,11.666666666666666
4G,6,1981,1,10.555555555555555
4I,6,1981,1,10.555555555555555
6I,6,1981,1,10
6G,6,1981,1,10.555555555555555
6E,6,1981,1,10.555555555555555
6C,6,1981,1,10.555555555555555
6A,6,1981,1,11.11111111111111
8A,6,1981,1,10.555555555555555
8C,6,1981,1,10
8E,6,1981,1,10.555555555555555
8G,6,1981,1,10.555555555555555
8I,6,1981,1,10.555555555555555
0A,11,1981,1,5
0C,11,1981,1,5.555555555555555
0E,11,1981,1,3.888888888888889
0G,11,1981,1,3.888888888888889
0I,11,1981,1,3.888888888888889
2I,11,1981,1,2.7777777777777777
2G,11,1981,1,3.3333333333333335
2E,11,1981,1,3.3333333333333335
2C,11,1981,1,3.3333333333333335
2A,11,1981,1,4.444444444444445
4A,11,1981,1,2.7777777777777777
4C,11,1981,1,2.7777777777777777
4E,11,1981,1,3.3333333333333335
4G,11,1981,1,3.888888888888889
4I,11,1981,1,3.888888888888889
6I,11,1981,1,5.555555555555555
6G,11,1981,1,5
6E,11,1981,1,4.444444444444445
6C,11,1981,1,3.888888888888889
6A,11,1981,1,3.888888888888889
8A,11,1981,1,3.3333333333333335
8C,11,1981,1,4.444444444444445
8E,11,1981,1,3.3333333333333335
8G,11,1981,1,4.444444444444445
8I,11,1981,1,5
0A,9,1981,1,9.444444444444445
0C,9,1981,1,8.88888888888889
0E,9,1981,1,8.333333333333334
0G,9,1981,1,8.88888888888889
0I,9,1981,1,8.333333333333334
2I,9,1981,1,8.88888888888889
2G,9,1981,1,8.333333333333334
2E,9,1981,1,8.88888888888889
2C,9,1981,1,8.333333333333334
2A,9,1981,1,8.88888888888889
4A,9,1981,1,8.88888888888889
4C,9,1981,1,8.88888888888889
4E,9,1981,1,8.88888888888889
4G,9,1981,1,8.88888888888889
4I,9,1981,1,8.88888888888889
6I,9,1981,1,8.88888888888889
6G,9,1981,1,8.88888888888889
6E,9,1981,1,8.88888888888889
6C,9,1981,1,8.88888888888889
6A,9,1981,1,9.444444444444445
8A,9,1981,1,8.88888888888889
8C,9,1981,1,8.88888888888889
8E,9,1981,1,8.88888888888889
8G,9,1981,1,8.88888888888889
8I,9,1981,1,8.88888888888889
0A,8,1982,1,13.333333333333334
0C,8,1982,1,13.333333333333334
0E,8,1982,1,12.777777777777779
0G,8,1982,1,12.222222222222221
0I,8,1982,1,11.666666666666666
2I,8,1982,1,12.222222222222221
2G,8,1982,1,12.222222222222221
2E,8,1982,1,13.333333333333334
2C,8,1982,1,13.333333333333334
2A,8,1982,1,13.333333333333334
4A,8,1982,1,13.333333333333334
4C,8,1982,1,13.88888888888889
4E,8,1982,1,13.88888888888889
4G,8,1982,1,13.88888888888889
4I,8,1982,1,14.444444444444445
6I,8,1982,1,15
6G,8,1982,1,13.88888888888889
6E,8,1982,1,13.88888888888889
6C,8,1982,1,13.333333333333334
6A,8,1982,1,13.88888888888889
8A,8,1982,1,13.88888888888889
8C,8,1982,1,13.333333333333334
8E,8,1982,1,13.333333333333334
8G,8,1982,1,12.777777777777779
8I,8,1982,1,12.777777777777779
0A,7,1982,1,18.88888888888889
0C,7,1982,1,16.666666666666668
0E,7,1982,1,17.22222222222222
0G,7,1982,1,16.666666666666668
0I,7,1982,1,13.88888888888889
2I,7,1982,1,11.666666666666666
2G,7,1982,1,12.222222222222221
2E,7,1982,1,12.777777777777779
2C,7,1982,1,12.777777777777779
2A,7,1982,1,12.222222222222221
4A,7,1982,1,14.444444444444445
4C,7,1982,1,13.88888888888889
4E,7,1982,1,13.333333333333334
4G,7,1982,1,12.777777777777779
4I,7,1982,1,13.333333333333334
6I,7,1982,1,13.333333333333334
6G,7,1982,1,13.333333333333334
6E,7,1982,1,12.777777777777779
6C,7,1982,1,16.666666666666668
6A,7,1982,1,13.333333333333334
8A,7,1982,1,17.77777777777778
8C,7,1982,1,15.555555555555555
8E,7,1982,1,16.11111111111111
8G,7,1982,1,16.666666666666668
8I,7,1982,1,16.11111111111111
0A,6,1982,1,8.88888888888889
0C,6,1982,1,8.88888888888889
0E,6,1982,1,7.777777777777778
0G,6,1982,1,7.777777777777778
0I,6,1982,1,7.777777777777778
2I,6,1982,1,7.777777777777778
2G,6,1982,1,7.222222222222222
2E,6,1982,1,8.333333333333334
2C,6,1982,1,10
2A,6,1982,1,8.88888888888889
4A,6,1982,1,10
4C,6,1982,1,11.11111111111111
4E,6,1982,1,13.88888888888889
4G,6,1982,1,11.666666666666666
4I,6,1982,1,10.555555555555555
6I,6,1982,1,10
6G,6,1982,1,10
6E,6,1982,1,10
6C,6,1982,1,10
6A,6,1982,1,10.555555555555555
8A,6,1982,1,10.555555555555555
8C,6,1982,1,10
8E,6,1982,1,9.444444444444445
8G,6,1982,1,9.444444444444445
8I,6,1982,1,8.333333333333334
0A,5,1982,1,3.888888888888889
0C,5,1982,1,3.3333333333333335
0E,5,1982,1,2.7777777777777777
0G,5,1982,1,2.7777777777777777
0I,5,1982,1,1.6666666666666667
2I,5,1982,1,1.6666666666666667
2G,5,1982,1,1.6666666666666667
2E,5,1982,1,3.3333333333333335
2C,5,1982,1,3.888888888888889
2A,5,1982,1,2.7777777777777777
4A,5,1982,1,5
4C,5,1982,1,5
4E,5,1982,1,2.7777777777777777
4G,5,1982,1,3.888888888888889
4I,5,1982,1,4.444444444444445
6I,5,1982,1,6.111111111111111
6G,5,1982,1,5
6E,5,1982,1,5
6C,5,1982,1,3.888888888888889
6A,5,1982,1,5
8A,5,1982,1,5.555555555555555
8C,5,1982,1,5.555555555555555
8E,5,1982,1,5
8G,5,1982,1,6.111111111111111
8I,5,1982,1,6.666666666666667
0A,10,1982,1,3.888888888888889
0C,10,1982,1,5
0E,10,1982,1,5
0G,10,1982,1,5.555555555555555
0I,10,1982,1,4.444444444444445
2I,10,1982,1,4.444444444444445
2G,10,1982,1,4.444444444444445
2E,10,1982,1,4.444444444444445
2C,10,1982,1,4.444444444444445
2A,10,1982,1,5
4A,10,1982,1,4.444444444444445
4C,10,1982,1,4.444444444444445
4E,10,1982,1,4.444444444444445
4G,10,1982,1,4.444444444444445
4I,10,1982,1,5
6I,10,1982,1,5
6G,10,1982,1,5.555555555555555
6E,10,1982,1,5
6C,10,1982,1,5
6A,10,1982,1,5
8A,10,1982,1,5
8C,10,1982,1,5
8E,10,1982,1,4.444444444444445
8G,10,1982,1,4.444444444444445
8I,10,1982,1,3.888888888888889
0A,9,1982,1,12.777777777777779
0C,9,1982,1,12.777777777777779
0E,9,1982,1,11.666666666666666
0G,9,1982,1,11.11111111111111
0I,9,1982,1,10.555555555555555
2I,9,1982,1,12.777777777777779
2G,9,1982,1,11.666666666666666
2E,9,1982,1,12.777777777777779
2C,9,1982,1,12.777777777777779
2A,9,1982,1,12.222222222222221
4A,9,1982,1,13.88888888888889
4C,9,1982,1,12.777777777777779
4E,9,1982,1,13.333333333333334
4G,9,1982,1,13.333333333333334
4I,9,1982,1,13.333333333333334
6I,9,1982,1,12.777777777777779
6G,9,1982,1,12.777777777777779
6E,9,1982,1,13.333333333333334
6C,9,1982,1,12.222222222222221
6A,9,1982,1,13.333333333333334
8A,9,1982,1,13.333333333333334
8C,9,1982,1,12.222222222222221
8E,9,1982,1,12.222222222222221
8G,9,1982,1,12.222222222222221
8I,9,1982,1,12.222222222222221
0A,8,1983,1,18.88888888888889
0C,8,1983,1,18.333333333333332
0E,8,1983,1,17.77777777777778
0G,8,1983,1,17.77777777777778
0I,8,1983,1,17.22222222222222
2I,8,1983,1,17.22222222222222
2G,8,1983,1,17.22222222222222
2E,8,1983,1,18.333333333333332
2C,8,1983,1,18.333333333333332
2A,8,1983,1,18.333333333333332
4A,8,1983,1,19.444444444444443
4C,8,1983,1,20
4E,8,1983,1,18.88888888888889
4G,8,1983,1,18.333333333333332
4I,8,1983,1,17.22222222222222
6I,8,1983,1,17.77777777777778
6G,8,1983,1,17.77777777777778
6E,8,1983,1,18.333333333333332
6C,8,1983,1,17.22222222222222
6A,8,1983,1,17.22222222222222
8A,8,1983,1,17.77777777777778
8C,8,1983,1,18.333333333333332
8E,8,1983,1,17.77777777777778
8G,8,1983,1,17.22222222222222
8I,8,1983,1,17.77777777777778
0A,7,1983,1,15.555555555555555
0C,7,1983,1,15.555555555555555
0E,7,1983,1,16.11111111111111
0G,7,1983,1,15.555555555555555
0I,7,1983,1,14.444444444444445
2I,7,1983,1,15.555555555555555
2G,7,1983,1,16.11111111111111
2E,7,1983,1,16.666666666666668
2C,7,1983,1,18.333333333333332
2A,7,1983,1,16.11111111111111
4A,7,1983,1,19.444444444444443
4C,7,1983,1,16.666666666666668
4E,7,1983,1,17.22222222222222
4G,7,1983,1,16.666666666666668
4I,7,1983,1,15.555555555555555
6I,7,1983,1,15.555555555555555
6G,7,1983,1,15.555555555555555
6E,7,1983,1,15.555555555555555
6C,7,1983,1,15
6A,7,1983,1,15.555555555555555
8A,7,1983,1,15.555555555555555
8C,7,1983,1,15.555555555555555
8E,7,1983,1,15
8G,7,1983,1,15
8I,7,1983,1,14.444444444444445
0A,6,1983,1,10
0C,6,1983,1,10
0E,6,1983,1,9.444444444444445
0G,6,1983,1,9.444444444444445
0I,6,1983,1,8.88888888888889
2I,6,1983,1,10.555555555555555
2G,6,1983,1,9.444444444444445
2E,6,1983,1,10
2C,6,1983,1,9.444444444444445
2A,6,1983,1,8.88888888888889
4A,6,1983,1,10.555555555555555
4C,6,1983,1,9.444444444444445
4E,6,1983,1,10
4G,6,1983,1,11.11111111111111
4I,6,1983,1,11.11111111111111
6I,6,1983,1,11.11111111111111
6G,6,1983,1,10.555555555555555
6E,6,1983,1,11.11111111111111
6C,6,1983,1,10.555555555555555
6A,6,1983,1,11.666666666666666
8A,6,1983,1,11.666666666666666
8C,6,1983,1,11.11111111111111
8E,6,1983,1,11.11111111111111
8G,6,1983,1,11.666666666666666
8I,6,1983,1,11.11111111111111
0A,5,1983,1,3.888888888888889
0C,5,1983,1,3.3333333333333335
0E,5,1983,1,3.3333333333333335
0G,5,1983,1,3.888888888888889
0I,5,1983,1,2.7777777777777777
2I,5,1983,1,3.888888888888889
2G,5,1983,1,3.3333333333333335
2E,5,1983,1,4.444444444444445
2C,5,1983,1,4.444444444444445
2A,5,1983,1,3.3333333333333335
4A,5,1983,1,5
4C,5,1983,1,5
4E,5,1983,1,5
4G,5,1983,1,3.888888888888889
4I,5,1983,1,3.888888888888889
6I,5,1983,1,4.444444444444445
6G,5,1983,1,4.444444444444445
6E,5,1983,1,4.444444444444445
6C,5,1983,1,4.444444444444445
6A,5,1983,1,3.888888888888889
8A,5,1983,1,4.444444444444445
8C,5,1983,1,3.888888888888889
8E,5,1983,1,4.444444444444445
8G,5,1983,1,4.444444444444445
8I,5,1983,1,3.888888888888889
0A,10,1983,1,9.444444444444445
0C,10,1983,1,11.666666666666666
0E,10,1983,1,8.88888888888889
0G,10,1983,1,8.333333333333334
0I,10,1983,1,7.777777777777778
2I,10,1983,1,7.222222222222222
2G,10,1983,1,7.222222222222222
2E,10,1983,1,7.777777777777778
2C,10,1983,1,7.777777777777778
2A,10,1983,1,7.777777777777778
4A,10,1983,1,8.333333333333334
4C,10,1983,1,7.222222222222222
4E,10,1983,1,7.222222222222222
4G,10,1983,1,6.111111111111111
4I,10,1983,1,7.222222222222222
6I,10,1983,1,7.777777777777778
6G,10,1983,1,7.777777777777778
6E,10,1983,1,7.777777777777778
6C,10,1983,1,7.222222222222222
6A,10,1983,1,6.111111111111111
8A,10,1983,1,8.333333333333334
8C,10,1983,1,8.88888888888889
8E,10,1983,1,7.777777777777778
8G,10,1983,1,8.333333333333334
8I,10,1983,1,7.777777777777778
0A,9,1983,1,7.777777777777778
0C,9,1983,1,8.88888888888889
0E,9,1983,1,8.88888888888889
0G,9,1983,1,8.333333333333334
0I,9,1983,1,8.88888888888889
2I,9,1983,1,9.444444444444445
2G,9,1983,1,8.333333333333334
2E,9,1983,1,8.88888888888889
2C,9,1983,1,8.88888888888889
2A,9,1983,1,9.444444444444445
4A,9,1983,1,9.444444444444445
4C,9,1983,1,9.444444444444445
4E,9,1983,1,10
4G,9,1983,1,10
4I,9,1983,1,9.444444444444445
6I,9,1983,1,10.555555555555555
6G,9,1983,1,10
6E,9,1983,1,10
6C,9,1983,1,9.444444444444445
6A,9,1983,1,10
8A,9,1983,1,10.555555555555555
8C,9,1983,1,10
8E,9,1983,1,10
8G,9,1983,1,9.444444444444445
8I,9,1983,1,8.88888888888889
0A,8,1984,1,20.555555555555557
0C,8,1984,1,20.555555555555557
0E,8,1984,1,21.11111111111111
0G,8,1984,1,18.333333333333332
0I,8,1984,1,18.333333333333332
2I,8,1984,1,17.77777777777778
2G,8,1984,1,18.88888888888889
2E,8,1984,1,18.88888888888889
2C,8,1984,1,18.88888888888889
2A,8,1984,1,18.88888888888889
4A,8,1984,1,22.22222222222222
4C,8,1984,1,22.22222222222222
4E,8,1984,1,21.11111111111111
4G,8,1984,1,21.666666666666668
4I,8,1984,1,21.11111111111111
6I,8,1984,1,17.77777777777778
6G,8,1984,1,17.77777777777778
6E,8,1984,1,17.22222222222222
6C,8,1984,1,16.666666666666668
6A,8,1984,1,17.77777777777778
8A,8,1984,1,17.77777777777778
8C,8,1984,1,17.77777777777778
8E,8,1984,1,17.77777777777778
8G,8,1984,1,17.77777777777778
8I,8,1984,1,17.77777777777778
4A.1,8,1984,1,20.555555555555557
4C.1,8,1984,1,17.77777777777778
4E.1,8,1984,1,16.666666666666668
4G.1,8,1984,1,17.22222222222222
4I.1,8,1984,1,17.22222222222222
0A,7,1984,1,14.444444444444445
0C,7,1984,1,14.444444444444445
0E,7,1984,1,14.444444444444445
0G,7,1984,1,13.88888888888889
0I,7,1984,1,14.444444444444445
2I,7,1984,1,14.444444444444445
2G,7,1984,1,14.444444444444445
2E,7,1984,1,15.555555555555555
2C,7,1984,1,15
2A,7,1984,1,13.88888888888889
4A,7,1984,1,16.11111111111111
4C,7,1984,1,15.555555555555555
4E,7,1984,1,16.666666666666668
4G,7,1984,1,15
4I,7,1984,1,15
6I,7,1984,1,15.555555555555555
6G,7,1984,1,15.555555555555555
6E,7,1984,1,16.11111111111111
6C,7,1984,1,15.555555555555555
6A,7,1984,1,16.666666666666668
8A,7,1984,1,16.11111111111111
8C,7,1984,1,16.11111111111111
8E,7,1984,1,16.11111111111111
8G,7,1984,1,15.555555555555555
8I,7,1984,1,15.555555555555555
4A.1,7,1984,1,17.22222222222222
4C.1,7,1984,1,18.88888888888889
4E.1,7,1984,1,16.666666666666668
4G.1,7,1984,1,15.555555555555555
4I.1,7,1984,1,15.555555555555555
0A,6,1984,1,11.666666666666666
0C,6,1984,1,11.11111111111111
0E,6,1984,1,11.11111111111111
0G,6,1984,1,11.11111111111111
0I,6,1984,1,11.11111111111111
2I,6,1984,1,10.555555555555555
2G,6,1984,1,11.11111111111111
2E,6,1984,1,12.777777777777779
2C,6,1984,1,13.333333333333334
2A,6,1984,1,11.666666666666666
4A,6,1984,1,13.88888888888889
4C,6,1984,1,13.88888888888889
4E,6,1984,1,12.222222222222221
4G,6,1984,1,12.777777777777779
4I,6,1984,1,12.222222222222221
6I,6,1984,1,11.666666666666666
6G,6,1984,1,11.666666666666666
6E,6,1984,1,12.222222222222221
6C,6,1984,1,10.555555555555555
6A,6,1984,1,11.666666666666666
8A,6,1984,1,11.666666666666666
8C,6,1984,1,11.11111111111111
8E,6,1984,1,11.11111111111111
8G,6,1984,1,10.555555555555555
8I,6,1984,1,10.555555555555555
4A.1,6,1984,1,13.333333333333334
4C.1,6,1984,1,13.333333333333334
4E.1,6,1984,1,13.333333333333334
0A,5,1984,1,3.888888888888889
0C,5,1984,1,3.888888888888889
0E,5,1984,1,3.888888888888889
0G,5,1984,1,5
0I,5,1984,1,2.7777777777777777
2I,5,1984,1,3.3333333333333335
2G,5,1984,1,5
2E,5,1984,1,4.444444444444445
2C,5,1984,1,5
2A,5,1984,1,5.555555555555555
4A,5,1984,1,7.222222222222222
4C,5,1984,1,5
4E,5,1984,1,6.111111111111111
4G,5,1984,1,6.111111111111111
4I,5,1984,1,6.111111111111111
6I,5,1984,1,6.666666666666667
6G,5,1984,1,6.666666666666667
6E,5,1984,1,6.666666666666667
6C,5,1984,1,6.111111111111111
6A,5,1984,1,6.666666666666667
8A,5,1984,1,6.666666666666667
8C,5,1984,1,8.333333333333334
8E,5,1984,1,6.111111111111111
8G,5,1984,1,5
8I,5,1984,1,3.888888888888889
4A.1,5,1984,1,8.333333333333334
4C.1,5,1984,1,6.111111111111111
4E.1,5,1984,1,6.666666666666667
4G.1,5,1984,1,6.111111111111111
4I.1,5,1984,1,6.111111111111111
0A,10,1984,1,5.555555555555555
0C,10,1984,1,6.666666666666667
0E,10,1984,1,6.111111111111111
0G,10,1984,1,6.111111111111111
0I,10,1984,1,6.666666666666667
2I,10,1984,1,6.666666666666667
2G,10,1984,1,5.555555555555555
2E,10,1984,1,6.111111111111111
2C,10,1984,1,6.111111111111111
2A,10,1984,1,6.666666666666667
4A,10,1984,1,7.222222222222222
4C,10,1984,1,7.222222222222222
4E,10,1984,1,7.222222222222222
4G,10,1984,1,7.222222222222222
4I,10,1984,1,7.222222222222222
6I,10,1984,1,7.222222222222222
6G,10,1984,1,7.222222222222222
6E,10,1984,1,7.222222222222222
6C,10,1984,1,7.222222222222222
6A,10,1984,1,7.222222222222222
8A,10,1984,1,7.222222222222222
8C,10,1984,1,7.222222222222222
8E,10,1984,1,6.666666666666667
8G,10,1984,1,7.222222222222222
8I,10,1984,1,6.666666666666667
4A.1,10,1984,1,5.555555555555555
4C.1,10,1984,1,5.555555555555555
4E.1,10,1984,1,6.111111111111111
4G.1,10,1984,1,6.111111111111111
4I.1,10,1984,1,6.111111111111111
0A,9,1984,1,12.777777777777779
0C,9,1984,1,12.777777777777779
0E,9,1984,1,12.222222222222221
0G,9,1984,1,12.222222222222221
0I,9,1984,1,11.666666666666666
2I,9,1984,1,11.666666666666666
2G,9,1984,1,11.666666666666666
2E,9,1984,1,11.666666666666666
2C,9,1984,1,11.666666666666666
2A,9,1984,1,11.666666666666666
4A,9,1984,1,11.666666666666666
4C,9,1984,1,11.666666666666666
4E,9,1984,1,11.666666666666666
4G,9,1984,1,11.666666666666666
4I,9,1984,1,12.222222222222221
6I,9,1984,1,8.88888888888889
6G,9,1984,1,9.444444444444445
6E,9,1984,1,8.88888888888889
6C,9,1984,1,8.88888888888889
6A,9,1984,1,8.88888888888889
8A,9,1984,1,11.666666666666666
8C,9,1984,1,11.666666666666666
8E,9,1984,1,11.666666666666666
8G,9,1984,1,11.666666666666666
8I,9,1984,1,11.666666666666666
4A.1,9,1984,1,8.88888888888889
4C.1,9,1984,1,8.88888888888889
4E.1,9,1984,1,8.88888888888889
4G.1,9,1984,1,8.88888888888889
4I.1,9,1984,1,8.88888888888889
0A,7,1985,1,13.333333333333334
0C,7,1985,1,12.777777777777779
0E,7,1985,1,12.777777777777779
0G,7,1985,1,13.333333333333334
0I,7,1985,1,12.222222222222221
2I,7,1985,1,12.222222222222221
2G,7,1985,1,12.222222222222221
2E,7,1985,1,13.333333333333334
2C,7,1985,1,14.444444444444445
2A,7,1985,1,12.777777777777779
4A,7,1985,1,16.666666666666668
4C,7,1985,1,16.666666666666668
4E,7,1985,1,15
4G,7,1985,1,16.11111111111111
4I,7,1985,1,16.11111111111111
6I,7,1985,1,15.555555555555555
6G,7,1985,1,15
6E,7,1985,1,15
6C,7,1985,1,15
6A,7,1985,1,15
8A,7,1985,1,15.555555555555555
8C,7,1985,1,15
8E,7,1985,1,15
8G,7,1985,1,15.555555555555555
8I,7,1985,1,15.555555555555555
4A.1,7,1985,1,18.88888888888889
4C.1,7,1985,1,15
4E.1,7,1985,1,17.22222222222222
4G.1,7,1985,1,15.555555555555555
4I.1,7,1985,1,16.666666666666668
0A,6,1985,1,8.88888888888889
0C,6,1985,1,9.444444444444445
0E,6,1985,1,9.444444444444445
0G,6,1985,1,9.444444444444445
0I,6,1985,1,7.222222222222222
2I,6,1985,1,8.333333333333334
2G,6,1985,1,8.333333333333334
2E,6,1985,1,9.444444444444445
2C,6,1985,1,12.222222222222221
2A,6,1985,1,11.11111111111111
4A,6,1985,1,11.11111111111111
4C,6,1985,1,12.222222222222221
4E,6,1985,1,12.222222222222221
4G,6,1985,1,11.666666666666666
4I,6,1985,1,11.11111111111111
6I,6,1985,1,10
6G,6,1985,1,9.444444444444445
6E,6,1985,1,9.444444444444445
6C,6,1985,1,8.88888888888889
6A,6,1985,1,8.88888888888889
8A,6,1985,1,10
8C,6,1985,1,9.444444444444445
8E,6,1985,1,8.333333333333334
8G,6,1985,1,8.333333333333334
8I,6,1985,1,7.777777777777778
4A.1,6,1985,1,10
4C.1,6,1985,1,10.555555555555555
4E.1,6,1985,1,8.88888888888889
4G.1,6,1985,1,10
4I.1,6,1985,1,9.444444444444445
0A,5,1985,1,2.7777777777777777
0C,5,1985,1,3.888888888888889
0E,5,1985,1,2.2222222222222223
0G,5,1985,1,2.2222222222222223
0I,5,1985,1,3.3333333333333335
2I,5,1985,1,2.7777777777777777
2G,5,1985,1,2.2222222222222223
2E,5,1985,1,2.7777777777777777
2C,5,1985,1,4.444444444444445
2A,5,1985,1,2.2222222222222223
4A,5,1985,1,5.555555555555555
4C,5,1985,1,3.888888888888889
4E,5,1985,1,2.2222222222222223
4G,5,1985,1,2.2222222222222223
4I,5,1985,1,2.7777777777777777
6I,5,1985,1,3.3333333333333335
6G,5,1985,1,2.7777777777777777
6E,5,1985,1,2.7777777777777777
6C,5,1985,1,2.7777777777777777
6A,5,1985,1,2.7777777777777777
8A,5,1985,1,3.3333333333333335
8C,5,1985,1,3.888888888888889
8E,5,1985,1,1.6666666666666667
8G,5,1985,1,2.7777777777777777
8I,5,1985,1,2.7777777777777777
4A.1,5,1985,1,5
4C.1,5,1985,1,4.444444444444445
4E.1,5,1985,1,3.888888888888889
4G.1,5,1985,1,2.7777777777777777
4I.1,5,1985,1,2.2222222222222223
0A,10,1985,1,6.666666666666667
0C,10,1985,1,6.111111111111111
0E,10,1985,1,5.555555555555555
0G,10,1985,1,5.555555555555555
0I,10,1985,1,6.111111111111111
2I,10,1985,1,5.555555555555555
2G,10,1985,1,5
2E,10,1985,1,5.555555555555555
2C,10,1985,1,5.555555555555555
2A,10,1985,1,6.666666666666667
4A,10,1985,1,5.555555555555555
4C,10,1985,1,5.555555555555555
4E,10,1985,1,5.555555555555555
4G,10,1985,1,5.555555555555555
4I,10,1985,1,5.555555555555555
6I,10,1985,1,6.666666666666667
6G,10,1985,1,6.666666666666667
6E,10,1985,1,6.666666666666667
6C,10,1985,1,6.666666666666667
6A,10,1985,1,6.111111111111111
8A,10,1985,1,6.666666666666667
8C,10,1985,1,7.222222222222222
8E,10,1985,1,6.666666666666667
8G,10,1985,1,7.222222222222222
8I,10,1985,1,7.222222222222222
0A,9,1985,1,21.666666666666668
0C,9,1985,1,18.88888888888889
0E,9,1985,1,17.77777777777778
0G,9,1985,1,17.77777777777778
0I,9,1985,1,16.666666666666668
2I,9,1985,1,16.666666666666668
2G,9,1985,1,15.555555555555555
2E,9,1985,1,16.666666666666668
2C,9,1985,1,16.666666666666668
2A,9,1985,1,16.666666666666668
4A,9,1985,1,18.333333333333332
4C,9,1985,1,13.88888888888889
4E,9,1985,1,15
4G,9,1985,1,15
4I,9,1985,1,15.555555555555555
6I,9,1985,1,16.666666666666668
6G,9,1985,1,15.555555555555555
6E,9,1985,1,15.555555555555555
6C,9,1985,1,15
6A,9,1985,1,15.555555555555555
8A,9,1985,1,16.11111111111111
8C,9,1985,1,16.11111111111111
8E,9,1985,1,16.11111111111111
8G,9,1985,1,15.555555555555555
8I,9,1985,1,15
4A.1,9,1985,1,17.77777777777778
4C.1,9,1985,1,16.666666666666668
4E.1,9,1985,1,16.666666666666668
4G.1,9,1985,1,16.666666666666668
4I.1,9,1985,1,17.22222222222222
