Quad,Temp_F,Month,Year,Stand
2E,34,11,1981,7
2C,35,11,1981,7
2A,33,11,1981,7
4A,33,11,1981,7
4C,32,11,1981,7
4E,33,11,1981,7
4G,32,11,1981,7
4I,32,11,1981,7
6I,34,11,1981,7
6G,34,11,1981,7
6E,32,11,1981,7
6C,32,11,1981,7
6A,31,11,1981,7
8A,34,11,1981,7
8C,34,11,1981,7
8E,34,11,1981,7
8G,36,11,1981,7
8I,34,11,1981,7
0A,48,9,1981,7
0C,48,9,1981,7
0E,46,9,1981,7
0G,47,9,1981,7
0I,46,9,1981,7
2I,46,9,1981,7
2G,46,9,1981,7
2E,50,9,1981,7
2C,46,9,1981,7
2A,49,9,1981,7
4A,49,9,1981,7
4C,49,9,1981,7
4E,48,9,1981,7
4G,48,9,1981,7
4I,50,9,1981,7
6I,53,9,1981,7
6G,50,9,1981,7
6E,49,9,1981,7
6C,47,9,1981,7
6A,45,9,1981,7
8A,49,9,1981,7
8C,47,9,1981,7
8E,49,9,1981,7
8G,47,9,1981,7
8I,48,9,1981,7
0A,57,8,1982,7
0C,54,8,1982,7
0E,57,8,1982,7
0G,56,8,1982,7
0I,58,8,1982,7
2I,55,8,1982,7
2G,56,8,1982,7
2E,60,8,1982,7
2C,57,8,1982,7
2A,58,8,1982,7
4A,58,8,1982,7
4C,57,8,1982,7
4E,57,8,1982,7
4G,54,8,1982,7
4I,59,8,1982,7
6I,55,8,1982,7
6G,51,8,1982,7
6E,57,8,1982,7
6C,55,8,1982,7
6A,57,8,1982,7
8A,59,8,1982,7
8C,59,8,1982,7
8E,55,8,1982,7
8G,53,8,1982,7
8I,53,8,1982,7
0A,60,7,1982,7
0C,57,7,1982,7
0E,56,7,1982,7
0G,47,7,1982,7
0I,51,7,1982,7
2I,48,7,1982,7
2G,47,7,1982,7
2E,48,7,1982,7
2C,50,7,1982,7
2A,43,7,1982,7
4A,45,7,1982,7
4C,48,7,1982,7
4E,54,7,1982,7
4G,50,7,1982,7
4I,48,7,1982,7
6I,54,7,1982,7
6G,45,7,1982,7
6E,52,7,1982,7
6C,54,7,1982,7
6A,50,7,1982,7
8A,55,7,1982,7
8C,54,7,1982,7
8E,52,7,1982,7
8G,48,7,1982,7
8I,48,7,1982,7
0A,56,6,1982,7
0C,58,6,1982,7
0E,56,6,1982,7
0G,58,6,1982,7
0I,58,6,1982,7
2I,60,6,1982,7
2G,48,6,1982,7
2E,48,6,1982,7
2C,48,6,1982,7
2A,57,6,1982,7
4A,50,6,1982,7
4C,44,6,1982,7
4E,47,6,1982,7
4G,58,6,1982,7
4I,57,6,1982,7
6I,46,6,1982,7
6G,39,6,1982,7
6E,46,6,1982,7
6C,42,6,1982,7
6A,47,6,1982,7
8A,54,6,1982,7
8C,47,6,1982,7
8E,51,6,1982,7
8G,48,6,1982,7
8I,48,6,1982,7
0A,42,5,1982,7
0C,39,5,1982,7
0E,38,5,1982,7
0G,47,5,1982,7
0I,33,5,1982,7
2I,44,5,1982,7
2G,45,5,1982,7
2E,35,5,1982,7
2C,41,5,1982,7
2A,36,5,1982,7
4A,48,5,1982,7
4C,47,5,1982,7
4E,47,5,1982,7
4G,48,5,1982,7
4I,47,5,1982,7
6I,42,5,1982,7
6G,43,5,1982,7
6E,44,5,1982,7
6C,48,5,1982,7
6A,34,5,1982,7
8A,41,5,1982,7
8C,48,5,1982,7
8E,38,5,1982,7
8G,45,5,1982,7
8I,37,5,1982,7
0A,46,10,1982,7
0C,42,10,1982,7
0E,42,10,1982,7
0G,37,10,1982,7
0I,39,10,1982,7
2I,45,10,1982,7
2G,44,10,1982,7
2E,41,10,1982,7
2C,41,10,1982,7
2A,38,10,1982,7
4A,43,10,1982,7
4C,36,10,1982,7
4E,36,10,1982,7
4G,36,10,1982,7
4I,39,10,1982,7
6I,41,10,1982,7
6G,38,10,1982,7
6E,36,10,1982,7
6C,40,10,1982,7
6A,35,10,1982,7
8A,41,10,1982,7
8C,45,10,1982,7
8E,41,10,1982,7
8G,36,10,1982,7
8I,38,10,1982,7
0A,60,9,1982,7
0C,52,9,1982,7
0E,54,9,1982,7
0G,55,9,1982,7
0I,55,9,1982,7
2I,55,9,1982,7
2G,56,9,1982,7
2E,55,9,1982,7
2C,53,9,1982,7
2A,53,9,1982,7
4A,54,9,1982,7
4C,55,9,1982,7
4E,58,9,1982,7
4G,58,9,1982,7
4I,57,9,1982,7
6I,56,9,1982,7
6G,54,9,1982,7
6E,58,9,1982,7
6C,58,9,1982,7
6A,54,9,1982,7
8A,59,9,1982,7
8C,61,9,1982,7
8E,58,9,1982,7
8G,60,9,1982,7
8I,56,9,1982,7
0A,78,8,1983,7
0C,71,8,1983,7
0E,66,8,1983,7
0G,70,8,1983,7
0I,63,8,1983,7
2I,69,8,1983,7
2G,64,8,1983,7
2E,74,8,1983,7
2C,71,8,1983,7
2A,61,8,1983,7
4A,60,8,1983,7
4C,71,8,1983,7
4E,69,8,1983,7
4G,66,8,1983,7
4I,62,8,1983,7
6I,66,8,1983,7
6G,63,8,1983,7
6E,73,8,1983,7
6C,62,8,1983,7
6A,56,8,1983,7
8A,64,8,1983,7
8C,75,8,1983,7
8E,80,8,1983,7
8G,70,8,1983,7
8I,68,8,1983,7
0A,63,7,1983,7
0C,67,7,1983,7
0E,73,7,1983,7
0G,59,7,1983,7
0I,56,7,1983,7
2I,65,7,1983,7
2G,69,7,1983,7
2E,61,7,1983,7
2C,58,7,1983,7
2A,56,7,1983,7
4A,58,7,1983,7
4C,61,7,1983,7
4E,53,7,1983,7
4G,58,7,1983,7
4I,60,7,1983,7
6I,60,7,1983,7
6G,46,7,1983,7
6E,63,7,1983,7
6C,66,7,1983,7
6A,64,7,1983,7
8A,66,7,1983,7
8C,68,7,1983,7
8E,57,7,1983,7
8G,69,7,1983,7
8I,60,7,1983,7
0A,52,6,1983,7
0C,53,6,1983,7
0E,56,6,1983,7
0G,44,6,1983,7
0I,39,6,1983,7
2I,53,6,1983,7
2G,52,6,1983,7
2E,51,6,1983,7
2C,41,6,1983,7
2A,49,6,1983,7
4A,49,6,1983,7
4C,53,6,1983,7
4E,57,6,1983,7
4G,40,6,1983,7
4I,56,6,1983,7
6I,46,6,1983,7
6G,41,6,1983,7
6E,52,6,1983,7
6C,50,6,1983,7
6A,54,6,1983,7
8A,60,6,1983,7
8C,56,6,1983,7
8E,44,6,1983,7
8G,41,6,1983,7
8I,48,6,1983,7
0A,37,5,1983,7
0C,39,5,1983,7
0E,37,5,1983,7
0G,35,5,1983,7
0I,37,5,1983,7
2I,36,5,1983,7
2G,36,5,1983,7
2E,43,5,1983,7
2C,38,5,1983,7
2A,41,5,1983,7
4A,38,5,1983,7
4C,39,5,1983,7
4E,41,5,1983,7
4G,38,5,1983,7
4I,43,5,1983,7
6I,41,5,1983,7
6G,41,5,1983,7
6E,35,5,1983,7
6C,41,5,1983,7
6A,37,5,1983,7
8A,37,5,1983,7
8C,39,5,1983,7
8E,37,5,1983,7
8G,36,5,1983,7
8I,36,5,1983,7
0A,37,10,1983,7
0C,39,10,1983,7
0E,40,10,1983,7
0G,40,10,1983,7
0I,37,10,1983,7
2I,38,10,1983,7
2G,37,10,1983,7
2E,36,10,1983,7
2C,37,10,1983,7
2A,37,10,1983,7
4A,39,10,1983,7
4C,35,10,1983,7
4E,33,10,1983,7
4G,37,10,1983,7
4I,36,10,1983,7
6I,38,10,1983,7
6G,36,10,1983,7
6E,36,10,1983,7
6C,38,10,1983,7
6A,35,10,1983,7
8A,38,10,1983,7
8C,37,10,1983,7
8E,35,10,1983,7
8G,35,10,1983,7
8I,40,10,1983,7
0A,51,9,1983,7
0C,52,9,1983,7
0E,50,9,1983,7
0G,51,9,1983,7
0I,50,9,1983,7
2I,51,9,1983,7
2G,51,9,1983,7
2E,51,9,1983,7
2C,50,9,1983,7
2A,50,9,1983,7
4A,48,9,1983,7
4C,54,9,1983,7
4E,55,9,1983,7
4G,54,9,1983,7
4I,56,9,1983,7
6I,51,9,1983,7
6G,49,9,1983,7
6E,53,9,1983,7
6C,53,9,1983,7
6A,55,9,1983,7
8A,55,9,1983,7
8C,55,9,1983,7
8E,53,9,1983,7
8G,54,9,1983,7
8I,53,9,1983,7
0A,68,8,1984,7
0C,68,8,1984,7
0E,68,8,1984,7
0G,65,8,1984,7
0I,59,8,1984,7
2I,62,8,1984,7
2G,76,8,1984,7
2E,73,8,1984,7
2C,74,8,1984,7
2A,70,8,1984,7
4A,62,8,1984,7
4C,73,8,1984,7
4E,73,8,1984,7
4G,58,8,1984,7
4I,75,8,1984,7
6I,61,8,1984,7
6G,63,8,1984,7
6E,60,8,1984,7
6C,64,8,1984,7
6A,70,8,1984,7
8A,61,8,1984,7
8C,62,8,1984,7
8E,64,8,1984,7
8G,61,8,1984,7
8I,59,8,1984,7
4A.1,62,8,1984,7
4C.1,64,8,1984,7
4E.1,60,8,1984,7
4G.1,60,8,1984,7
0A,63,7,1984,7
0C,57,7,1984,7
0E,55,7,1984,7
0G,57,7,1984,7
0I,51,7,1984,7
2I,57,7,1984,7
2G,59,7,1984,7
2E,53,7,1984,7
2C,62,7,1984,7
2A,52,7,1984,7
4A,47,7,1984,7
4C,57,7,1984,7
4E,59,7,1984,7
4G,63,7,1984,7
4I,65,7,1984,7
6I,58,7,1984,7
6G,63,7,1984,7
6E,58,7,1984,7
6C,57,7,1984,7
6A,59,7,1984,7
8A,59,7,1984,7
8C,70,7,1984,7
8E,57,7,1984,7
8G,56,7,1984,7
8I,46,7,1984,7
4A.1,47,7,1984,7
4C.1,57,7,1984,7
4E.1,59,7,1984,7
4G.1,54,7,1984,7
0A,55,6,1984,7
0C,54,6,1984,7
0E,63,6,1984,7
0G,45,6,1984,7
0I,55,6,1984,7
2I,64,6,1984,7
2G,53,6,1984,7
2E,51,6,1984,7
2C,47,6,1984,7
2A,46,6,1984,7
4A,51,6,1984,7
4C,56,6,1984,7
4E,46,6,1984,7
4G,50,6,1984,7
4I,57,6,1984,7
6I,43,6,1984,7
6G,64,6,1984,7
6E,44,6,1984,7
6C,56,6,1984,7
6A,47,6,1984,7
8A,53,6,1984,7
8C,43,6,1984,7
8E,50,6,1984,7
8G,44,6,1984,7
8I,53,6,1984,7
4A.1,52,6,1984,7
4C.1,52,6,1984,7
4E.1,46,6,1984,7
4G.1,59,6,1984,7
0A,42,5,1984,7
0C,44,5,1984,7
0E,56,5,1984,7
0G,43,5,1984,7
0I,40,5,1984,7
2I,42,5,1984,7
2G,47,5,1984,7
2E,40,5,1984,7
2C,45,5,1984,7
2A,39,5,1984,7
4A,38,5,1984,7
4C,45,5,1984,7
4E,44,5,1984,7
4G,45,5,1984,7
4I,47,5,1984,7
6I,41,5,1984,7
6G,39,5,1984,7
6E,41,5,1984,7
6C,47,5,1984,7
6A,47,5,1984,7
8A,53,5,1984,7
8C,53,5,1984,7
8E,46,5,1984,7
8G,47,5,1984,7
8I,45,5,1984,7
4A.1,39,5,1984,7
4C.1,46,5,1984,7
4E.1,39,5,1984,7
4G.1,49,5,1984,7
0A,53,9,1984,7
0C,54,9,1984,7
0E,54,9,1984,7
0G,53,9,1984,7
0I,52,9,1984,7
2I,54,9,1984,7
2G,52,9,1984,7
2E,53,9,1984,7
2C,53,9,1984,7
2A,52,9,1984,7
4A,51,9,1984,7
4C,53,9,1984,7
4E,53,9,1984,7
4G,52,9,1984,7
4I,54,9,1984,7
6I,52,9,1984,7
6G,50,9,1984,7
6E,51,9,1984,7
6C,51,9,1984,7
6A,50,9,1984,7
8A,52,9,1984,7
8C,54,9,1984,7
8E,53,9,1984,7
8G,48,9,1984,7
8I,50,9,1984,7
4A.1,49,9,1984,7
4C.1,50,9,1984,7
4E.1,51,9,1984,7
4G.1,50,9,1984,7
0A,63,8,1985,7
0C,63,8,1985,7
0E,62,8,1985,7
0G,60,8,1985,7
0I,58,8,1985,7
2I,65,8,1985,7
2G,55,8,1985,7
2E,65,8,1985,7
2C,53,8,1985,7
2A,61,8,1985,7
4A,60,8,1985,7
4C,63,8,1985,7
4E,62,8,1985,7
4G,66,8,1985,7
4I,67,8,1985,7
6I,63,8,1985,7
6G,53,8,1985,7
6E,48,8,1985,7
6C,56,8,1985,7
6A,68,8,1985,7
8A,58,8,1985,7
8C,72,8,1985,7
8E,62,8,1985,7
8G,57,8,1985,7
8I,62,8,1985,7
4A.1,63,8,1985,7
4C.1,65,8,1985,7
4E.1,63,8,1985,7
4G.1,65,8,1985,7
4I.1,68,8,1985,7
0A,52,7,1985,7
0C,60,7,1985,7
0E,59,7,1985,7
0G,53,7,1985,7
0I,53,7,1985,7
2I,66,7,1985,7
2G,43,7,1985,7
2E,57,7,1985,7
2C,48,7,1985,7
2A,46,7,1985,7
4A,59,7,1985,7
4C,57,7,1985,7
4E,57,7,1985,7
4G,57,7,1985,7
4I,69,7,1985,7
6I,56,7,1985,7
6G,57,7,1985,7
6E,52,7,1985,7
6C,65,7,1985,7
6A,66,7,1985,7
8A,54,7,1985,7
8C,65,7,1985,7
8E,66,7,1985,7
8G,59,7,1985,7
8I,59,7,1985,7
4A.1,52,7,1985,7
4C.1,58,7,1985,7
4E.1,42,7,1985,7
4G.1,46,7,1985,7
0A,48,6,1985,7
0C,50,6,1985,7
0E,51,6,1985,7
0G,37,6,1985,7
0I,37,6,1985,7
2I,43,6,1985,7
2G,36,6,1985,7
2E,57,6,1985,7
2C,42,6,1985,7
2A,42,6,1985,7
4A,42,6,1985,7
4C,45,6,1985,7
4E,50,6,1985,7
4G,47,6,1985,7
4I,51,6,1985,7
6I,54,6,1985,7
6G,34,6,1985,7
6E,38,6,1985,7
6C,42,6,1985,7
6A,57,6,1985,7
8A,40,6,1985,7
8C,52,6,1985,7
8E,46,6,1985,7
8G,44,6,1985,7
8I,36,6,1985,7
4A.1,46,6,1985,7
4C.1,44,6,1985,7
4E.1,41,6,1985,7
4G.1,44,6,1985,7
0A,41,10,1985,7
0C,40,10,1985,7
0E,40,10,1985,7
0G,36,10,1985,7
0I,38,10,1985,7
2I,41,10,1985,7
2G,36,10,1985,7
2E,38,10,1985,7
2C,38,10,1985,7
2A,36,10,1985,7
4A,37,10,1985,7
4C,40,10,1985,7
4E,36,10,1985,7
4G,38,10,1985,7
4I,39,10,1985,7
6I,41,10,1985,7
6G,40,10,1985,7
6E,36,10,1985,7
6C,37,10,1985,7
6A,37,10,1985,7
8A,41,10,1985,7
8C,40,10,1985,7
8E,44,10,1985,7
8G,44,10,1985,7
8I,42,10,1985,7
0A,53,9,1985,7
0C,53,9,1985,7
0E,55,9,1985,7
0G,54,9,1985,7
0I,51,9,1985,7
2I,52,9,1985,7
2G,52,9,1985,7
2E,54,9,1985,7
2C,52,9,1985,7
2A,51,9,1985,7
4A,48,9,1985,7
4C,49,9,1985,7
4E,49,9,1985,7
4G,60,9,1985,7
4I,52,9,1985,7
6I,50,9,1985,7
6G,46,9,1985,7
6E,46,9,1985,7
6C,49,9,1985,7
6A,50,9,1985,7
8A,49,9,1985,7
8C,51,9,1985,7
8E,51,9,1985,7
8G,48,9,1985,7
8I,48,9,1985,7
4A.1,52,9,1985,7
4C.1,53,9,1985,7
4E.1,54,9,1985,7
4G.1,54,9,1985,7
0A,56,8,1986,7
0C,57,8,1986,7
0E,68,8,1986,7
0G,63,8,1986,7
0I,61,8,1986,7
2I,63,8,1986,7
2G,56,8,1986,7
2E,60,8,1986,7
2C,68,8,1986,7
2A,66,8,1986,7
4A,60,8,1986,7
4C,62,8,1986,7
4E,57,8,1986,7
4G,56,8,1986,7
4I,70,8,1986,7
6I,66,8,1986,7
6G,58,8,1986,7
6E,64,8,1986,7
6C,63,8,1986,7
6A,65,8,1986,7
8A,65,8,1986,7
8C,62,8,1986,7
8E,68,8,1986,7
8G,65,8,1986,7
8I,63,8,1986,7
2I,63,7,1986,7
2G,63,7,1986,7
2E,58,7,1986,7
2C,62,7,1986,7
2A,54,7,1986,7
8A,66,7,1986,7
8C,64,7,1986,7
8E,61,7,1986,7
8G,56,7,1986,7
8I,60,7,1986,7
2I,47,6,1986,7
2G,44,6,1986,7
2E,46,6,1986,7
2C,46,6,1986,7
2A,46,6,1986,7
8A,48,6,1986,7
8C,50,6,1986,7
8E,53,6,1986,7
8G,44,6,1986,7
8I,48,6,1986,7
2I,36,5,1986,7
2G,40,5,1986,7
2E,38,5,1986,7
2C,38,5,1986,7
2A,38,5,1986,7
6I,42,5,1986,7
6G,40,5,1986,7
6E,42,5,1986,7
6C,40,5,1986,7
6A,42,5,1986,7
2I,47,10,1986,7
2G,49,10,1986,7
2E,53,10,1986,7
2C,50,10,1986,7
2A,47,10,1986,7
8A,52,10,1986,7
8C,48,10,1986,7
8E,48,10,1986,7
8G,50,10,1986,7
8I,47,10,1986,7
2I,53,9,1986,7
2G,51,9,1986,7
2E,53,9,1986,7
2C,53,9,1986,7
2A,53,9,1986,7
8A,55,9,1986,7
8C,55,9,1986,7
8E,56,9,1986,7
8G,54,9,1986,7
8I,54,9,1986,7
0A,59,8,1987,7
0C,60,8,1987,7
0E,60,8,1987,7
0G,59,8,1987,7
0I,58,8,1987,7
2I,58,8,1987,7
2G,57,8,1987,7
2E,59,8,1987,7
2C,58,8,1987,7
2A,59,8,1987,7
4A,54,8,1987,7
4C,56,8,1987,7
4E,59,8,1987,7
4G,60,8,1987,7
4I,61,8,1987,7
6I,60,8,1987,7
6G,59,8,1987,7
6E,59,8,1987,7
6C,59,8,1987,7
6A,58,8,1987,7
8A,60,8,1987,7
8C,60,8,1987,7
8E,60,8,1987,7
8G,55,8,1987,7
8I,58,8,1987,7
4A.1,59,8,1987,7
4C.1,59,8,1987,7
4E.1,59,8,1987,7
4G.1,59,8,1987,7
2I,60,7,1987,7
2G,60,7,1987,7
2E,61,7,1987,7
2C,54,7,1987,7
2A,48,7,1987,7
8A,55,7,1987,7
8C,61,7,1987,7
8E,60,7,1987,7
8G,53,7,1987,7
8I,52,7,1987,7
2I,41,6,1987,7
2G,54,6,1987,7
2E,49,6,1987,7
2C,53,6,1987,7
2A,42,6,1987,7
8A,48,6,1987,7
8C,62,6,1987,7
8E,50,6,1987,7
8G,48,6,1987,7
8I,41,6,1987,7
2I,40,5,1987,7
2G,42,5,1987,7
2E,40,5,1987,7
2C,40,5,1987,7
2A,38,5,1987,7
4A,38,5,1987,7
4C,38,5,1987,7
4E,38,5,1987,7
4G,43,5,1987,7
4I,40,5,1987,7
8A,42,5,1987,7
8C,41,5,1987,7
8E,39,5,1987,7
8G,41,5,1987,7
8I,39,5,1987,7
8A.1,42,5,1987,7
8C.1,41,5,1987,7
8E.1,39,5,1987,7
8G.1,41,5,1987,7
2I,57,10,1987,7
2G,57,10,1987,7
2E,52,10,1987,7
2C,56,10,1987,7
2A,53,10,1987,7
8A,53,10,1987,7
8C,54,10,1987,7
8E,52,10,1987,7
8G,53,10,1987,7
8I,56,10,1987,7
2I,56,9,1987,7
2G,54,9,1987,7
2E,55,9,1987,7
2C,53,9,1987,7
2A,54,9,1987,7
4A,53,9,1987,7
4C,53,9,1987,7
4E,55,9,1987,7
4G,53,9,1987,7
4I,56,9,1987,7
8A,55,9,1987,7
8C,54,9,1987,7
8E,54,9,1987,7
8G,53,9,1987,7
8I,53,9,1987,7
8A.1,54,9,1987,7
8C.1,56,9,1987,7
8E.1,54,9,1987,7
8G.1,54,9,1987,7
0A,66,8,1988,7
0C,64,8,1988,7
0E,64,8,1988,7
0G,68,8,1988,7
0I,59,8,1988,7
2I,63,8,1988,7
2G,56,8,1988,7
2E,59,8,1988,7
2C,66,8,1988,7
2A,56,8,1988,7
4A,63,8,1988,7
4C,65,8,1988,7
4E,61,8,1988,7
4G,61,8,1988,7
4I,62,8,1988,7
6I,63,8,1988,7
6G,63,8,1988,7
6E,64,8,1988,7
6C,64,8,1988,7
6A,68,8,1988,7
8A,65,8,1988,7
8C,69,8,1988,7
8E,62,8,1988,7
8G,59,8,1988,7
8I,65,8,1988,7
4A.1,60,8,1988,7
4C.1,68,8,1988,7
4E.1,62,8,1988,7
4G.1,70,8,1988,7
2I,64,7,1988,7
2G,60,7,1988,7
2E,63,7,1988,7
2C,57,7,1988,7
2A,61,7,1988,7
4A,57,7,1988,7
4C,55,7,1988,7
4E,56,7,1988,7
4G,63,7,1988,7
4I,63,7,1988,7
8A,65,7,1988,7
8C,65,7,1988,7
8E,63,7,1988,7
8G,57,7,1988,7
8I,59,7,1988,7
2I,51,6,1988,7
2G,52,6,1988,7
2E,44,6,1988,7
2C,43,6,1988,7
2A,49,6,1988,7
4A,49,6,1988,7
4C,43,6,1988,7
4E,50,6,1988,7
4G,46,6,1988,7
4I,47,6,1988,7
8A,43,6,1988,7
8C,51,6,1988,7
8E,47,6,1988,7
8G,42,6,1988,7
8I,41,6,1988,7
2I,40,5,1988,7
2G,40,5,1988,7
2E,39,5,1988,7
2C,35,5,1988,7
2A,35,5,1988,7
4A,35,5,1988,7
4C,35,5,1988,7
4E,39,5,1988,7
4G,41,5,1988,7
4I,36,5,1988,7
8A,37,5,1988,7
8C,39,5,1988,7
8E,44,5,1988,7
8G,40,5,1988,7
8I,36,5,1988,7
2I,41,10,1988,7
2G,44,10,1988,7
2E,45,10,1988,7
2C,45,10,1988,7
2A,44,10,1988,7
4A,41,10,1988,7
4C,41,10,1988,7
4E,39,10,1988,7
4G,40,10,1988,7
4I,42,10,1988,7
8A,44,10,1988,7
8C,45,10,1988,7
8E,45,10,1988,7
8G,39,10,1988,7
8I,42,10,1988,7
2I,59,9,1988,7
2G,59,9,1988,7
2E,58,9,1988,7
2C,57,9,1988,7
2A,61,9,1988,7
4A,59,9,1988,7
4C,61,9,1988,7
4E,60,9,1988,7
4G,65,9,1988,7
4I,60,9,1988,7
8A,61,9,1988,7
8C,61,9,1988,7
8E,63,9,1988,7
8G,57,9,1988,7
8I,61,9,1988,7
0A,57,8,1989,7
0C,57,8,1989,7
0E,59,8,1989,7
0G,59,8,1989,7
0I,58,8,1989,7
2I,60,8,1989,7
2G,57,8,1989,7
2E,62,8,1989,7
2C,62,8,1989,7
2A,58,8,1989,7
4A,58,8,1989,7
4C,61,8,1989,7
4E,59,8,1989,7
4G,62,8,1989,7
4I,62,8,1989,7
6I,59,8,1989,7
6G,61,8,1989,7
6E,62,8,1989,7
6C,59,8,1989,7
6A,61,8,1989,7
8A,64,8,1989,7
8C,63,8,1989,7
8E,61,8,1989,7
8G,60,8,1989,7
8I,63,8,1989,7
2I,58,7,1989,7
2G,57,7,1989,7
2E,57,7,1989,7
2C,57,7,1989,7
2A,49,7,1989,7
4A,52,7,1989,7
4C,56,7,1989,7
4E,55,7,1989,7
4G,53,7,1989,7
4I,56,7,1989,7
8A,59,7,1989,7
8C,59,7,1989,7
8E,56,7,1989,7
8G,51,7,1989,7
8I,56,7,1989,7
2I,55,6,1989,7
2G,39,6,1989,7
2E,40,6,1989,7
2C,45,6,1989,7
2A,39,6,1989,7
4A,43,6,1989,7
4C,47,6,1989,7
4E,41,6,1989,7
4G,44,6,1989,7
4I,53,6,1989,7
8A,46,6,1989,7
8C,43,6,1989,7
8E,43,6,1989,7
8G,46,6,1989,7
8I,49,6,1989,7
2I,37,5,1989,7
2G,43,5,1989,7
2E,44,5,1989,7
2C,39,5,1989,7
2A,38,5,1989,7
4A,53,5,1989,7
4C,42,5,1989,7
4E,44,5,1989,7
4G,43,5,1989,7
4I,45,5,1989,7
8A,44,5,1989,7
8C,42,5,1989,7
8E,46,5,1989,7
8G,39,5,1989,7
8I,45,5,1989,7
2I,42,10,1989,7
2G,43,10,1989,7
2E,43,10,1989,7
2C,42,10,1989,7
2A,41,10,1989,7
4A,43,10,1989,7
4C,43,10,1989,7
4E,42,10,1989,7
4G,43,10,1989,7
4I,38,10,1989,7
8A,45,10,1989,7
8C,44,10,1989,7
8E,43,10,1989,7
8G,38,10,1989,7
8I,43,10,1989,7
2I,57,9,1989,7
2G,58,9,1989,7
2E,59,9,1989,7
2C,59,9,1989,7
2A,59,9,1989,7
4A,56,9,1989,7
4C,57,9,1989,7
4E,58,9,1989,7
4G,57,9,1989,7
4I,57,9,1989,7
8A,53,9,1989,7
8C,58,9,1989,7
8E,56,9,1989,7
8G,57,9,1989,7
8I,55,9,1989,7
0A,55,8,1990,7
0C,56,8,1990,7
0E,56,8,1990,7
0G,55,8,1990,7
0I,53,8,1990,7
2I,56,8,1990,7
2G,56,8,1990,7
2E,57,8,1990,7
2C,58,8,1990,7
2A,54,8,1990,7
4A,57,8,1990,7
4C,59,8,1990,7
4E,58,8,1990,7
4G,56,8,1990,7
4I,60,8,1990,7
6I,59,8,1990,7
